#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Isso que você está nos contando pode ter inúmeras causas, sendo uma delas a retinopatia diabética. A retinopatia diabética é uma complicação comum do diabetes, por isso a sua prevenção é muito importante, sendo feita pelo controle adequado da glicemia (nível de açúcar no sangue). Ela tem diversas formas de aparecer, mas o ideal é que seja diagnosticada antes mesmo de causar sintomas. Para isso, é preciso que a pessoa com diabetes faça um exame chamado fundoscopia óptica (ou exame de fundo de olho) uma vez ao ano. A depender do estado da lesão constatada a partir desse exame, o tratamento pode ser feito por diferentes formas. Assim, só é possível indicar um tratamento adequado quando o médico conhece todo o contexto da pessoa com retinopatia diabética.
1-1	0-4	Isso	_	_	_	
1-2	5-8	que	_	_	_	
1-3	9-13	você	_	_	_	
1-4	14-18	está	_	_	_	
1-5	19-22	nos	_	_	_	
1-6	23-31	contando	_	_	_	
1-7	32-36	pode	_	_	_	
1-8	37-40	ter	_	_	_	
1-9	41-49	inúmeras	_	_	_	
1-10	50-56	causas	_	_	_	
1-11	56-57	,	_	_	_	
1-12	58-63	sendo	_	_	_	
1-13	64-67	uma	_	_	_	
1-14	68-73	delas	_	_	_	
1-15	74-75	a	_	_	_	
1-16	76-87	retinopatia	Complication[1]	_	_	
1-17	88-97	diabética	Complication[1]	_	_	
1-18	97-98	.	_	_	_	
1-19	99-100	A	_	_	_	
1-20	101-112	retinopatia	Complication[2]	diagnoses|diagnoses	1-87[4_2]|1-91[5_2]	
1-21	113-122	diabética	Complication[2]	_	_	
1-22	123-124	é	_	_	_	
1-23	125-128	uma	_	_	_	
1-24	129-140	complicação	_	_	_	
1-25	141-146	comum	_	_	_	
1-26	147-149	do	_	_	_	
1-27	150-158	diabetes	Complication	_	_	
1-28	158-159	,	_	_	_	
1-29	160-163	por	_	_	_	
1-30	164-168	isso	_	_	_	
1-31	169-170	a	_	_	_	
1-32	171-174	sua	_	_	_	
1-33	175-184	prevenção	_	_	_	
1-34	185-186	é	_	_	_	
1-35	187-192	muito	_	_	_	
1-36	193-203	importante	_	_	_	
1-37	203-204	,	_	_	_	
1-38	205-210	sendo	_	_	_	
1-39	211-216	feita	_	_	_	
1-40	217-221	pelo	_	_	_	
1-41	222-230	controle	_	_	_	
1-42	231-239	adequado	_	_	_	
1-43	240-242	da	_	_	_	
1-44	243-251	glicemia	GlucoseValue	_	_	
1-45	252-253	(	_	_	_	
1-46	253-258	nível	GlucoseValue[3]	_	_	
1-47	259-261	de	GlucoseValue[3]	_	_	
1-48	262-268	açúcar	GlucoseValue[3]	_	_	
1-49	269-271	no	GlucoseValue[3]	_	_	
1-50	272-278	sangue	GlucoseValue[3]	_	_	
1-51	278-279	)	_	_	_	
1-52	279-280	.	_	_	_	
1-53	281-284	Ela	_	_	_	
1-54	285-288	tem	_	_	_	
1-55	289-297	diversas	_	_	_	
1-56	298-304	formas	_	_	_	
1-57	305-307	de	_	_	_	
1-58	308-316	aparecer	_	_	_	
1-59	316-317	,	_	_	_	
1-60	318-321	mas	_	_	_	
1-61	322-323	o	_	_	_	
1-62	324-329	ideal	_	_	_	
1-63	330-331	é	_	_	_	
1-64	332-335	que	_	_	_	
1-65	336-340	seja	_	_	_	
1-66	341-354	diagnosticada	_	_	_	
1-67	355-360	antes	_	_	_	
1-68	361-366	mesmo	_	_	_	
1-69	367-369	de	_	_	_	
1-70	370-376	causar	_	_	_	
1-71	377-385	sintomas	_	_	_	
1-72	385-386	.	_	_	_	
1-73	387-391	Para	_	_	_	
1-74	392-396	isso	_	_	_	
1-75	396-397	,	_	_	_	
1-76	398-399	é	_	_	_	
1-77	400-407	preciso	_	_	_	
1-78	408-411	que	_	_	_	
1-79	412-413	a	_	_	_	
1-80	414-420	pessoa	_	_	_	
1-81	421-424	com	_	_	_	
1-82	425-433	diabetes	Complication	_	_	
1-83	434-438	faça	_	_	_	
1-84	439-441	um	_	_	_	
1-85	442-447	exame	_	_	_	
1-86	448-455	chamado	_	_	_	
1-87	456-467	fundoscopia	Test[4]	_	_	
1-88	468-474	óptica	Test[4]	_	_	
1-89	475-476	(	_	_	_	
1-90	476-478	ou	_	_	_	
1-91	479-484	exame	Test[5]	_	_	
1-92	485-487	de	Test[5]	_	_	
1-93	488-493	fundo	Test[5]	_	_	
1-94	494-496	de	Test[5]	_	_	
1-95	497-501	olho	Test[5]	_	_	
1-96	501-502	)	_	_	_	
1-97	503-506	uma	Set[6]	has|has	1-87[4_6]|1-91[5_6]	
1-98	507-510	vez	Set[6]	_	_	
1-99	511-513	ao	Set[6]	_	_	
1-100	514-517	ano	Set[6]	_	_	
1-101	517-518	.	_	_	_	
1-102	519-520	A	_	_	_	
1-103	521-529	depender	_	_	_	
1-104	530-532	do	_	_	_	
1-105	533-539	estado	_	_	_	
1-106	540-542	da	_	_	_	
1-107	543-548	lesão	Complication	_	_	
1-108	549-559	constatada	_	_	_	
1-109	560-561	a	_	_	_	
1-110	562-568	partir	_	_	_	
1-111	569-574	desse	_	_	_	
1-112	575-580	exame	_	_	_	
1-113	580-581	,	_	_	_	
1-114	582-583	o	_	_	_	
1-115	584-594	tratamento	_	_	_	
1-116	595-599	pode	_	_	_	
1-117	600-603	ser	_	_	_	
1-118	604-609	feito	_	_	_	
1-119	610-613	por	_	_	_	
1-120	614-624	diferentes	_	_	_	
1-121	625-631	formas	_	_	_	
1-122	631-632	.	_	_	_	
1-123	633-638	Assim	_	_	_	
1-124	638-639	,	_	_	_	
1-125	640-642	só	_	_	_	
1-126	643-644	é	_	_	_	
1-127	645-653	possível	_	_	_	
1-128	654-661	indicar	_	_	_	
1-129	662-664	um	_	_	_	
1-130	665-675	tratamento	_	_	_	
1-131	676-684	adequado	_	_	_	
1-132	685-691	quando	_	_	_	
1-133	692-693	o	_	_	_	
1-134	694-700	médico	_	_	_	
1-135	701-708	conhece	_	_	_	
1-136	709-713	todo	_	_	_	
1-137	714-715	o	_	_	_	
1-138	716-724	contexto	_	_	_	
1-139	725-727	da	_	_	_	
1-140	728-734	pessoa	_	_	_	
1-141	735-738	com	_	_	_	
1-142	739-750	retinopatia	Complication[7]	_	_	
1-143	751-760	diabética	Complication[7]	_	_	
1-144	760-761	.	_	_	_	
