#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=A banana é fonte de carboidratos, mas aproximadamente 50% do açúcar presente nela é frutose, o qual não eleva a glicemia. O consumo de frutas é indicado para pacientes diabéticos, sendo a recomendação de 3 porções ao dia. Porém, como elas possuem carboidratos, evite consumi-las na forma de sucos, vitaminas e geléias e dê preferência para comê-las junto às refeições ou associadas de sementes (linhaça, chia e abóbora) e farelos como a aveia e o psyllium. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-1	A	_	_	_	
1-2	2-8	banana	Food	_	_	
1-3	9-10	é	_	_	_	
1-4	11-16	fonte	_	_	_	
1-5	17-19	de	_	_	_	
1-6	20-32	carboidratos	_	_	_	
1-7	32-33	,	_	_	_	
1-8	34-37	mas	_	_	_	
1-9	38-53	aproximadamente	_	_	_	
1-10	54-57	50%	_	_	_	
1-11	58-60	do	_	_	_	
1-12	61-67	açúcar	_	_	_	
1-13	68-76	presente	_	_	_	
1-14	77-81	nela	_	_	_	
1-15	82-83	é	_	_	_	
1-16	84-91	frutose	_	_	_	
1-17	91-92	,	_	_	_	
1-18	93-94	o	_	_	_	
1-19	95-99	qual	_	_	_	
1-20	100-103	não	_	_	_	
1-21	104-109	eleva	_	_	_	
1-22	110-111	a	_	_	_	
1-23	112-120	glicemia	GlucoseValue	_	_	
1-24	120-121	.	_	_	_	
1-25	122-123	O	_	_	_	
1-26	124-131	consumo	_	_	_	
1-27	132-134	de	_	_	_	
1-28	135-141	frutas	Food	_	_	
1-29	142-143	é	_	_	_	
1-30	144-152	indicado	_	_	_	
1-31	153-157	para	_	_	_	
1-32	158-167	pacientes	_	_	_	
1-33	168-178	diabéticos	_	_	_	
1-34	178-179	,	_	_	_	
1-35	180-185	sendo	_	_	_	
1-36	186-187	a	_	_	_	
1-37	188-200	recomendação	_	_	_	
1-38	201-203	de	_	_	_	
1-39	204-205	3	Dose[1]	has	1-28[0_1]	
1-40	206-213	porções	Dose[1]	_	_	
1-41	214-216	ao	Dose[1]	_	_	
1-42	217-220	dia	Dose[1]	_	_	
1-43	220-221	.	_	_	_	
1-44	222-227	Porém	_	_	_	
1-45	227-228	,	_	_	_	
1-46	229-233	como	_	_	_	
1-47	234-238	elas	_	_	_	
1-48	239-246	possuem	_	_	_	
1-49	247-259	carboidratos	_	_	_	
1-50	259-260	,	_	_	_	
1-51	261-266	evite	_	_	_	
1-52	267-278	consumi-las	_	_	_	
1-53	279-281	na	_	_	_	
1-54	282-287	forma	_	_	_	
1-55	288-290	de	_	_	_	
1-56	291-296	sucos	Food	_	_	
1-57	296-297	,	_	_	_	
1-58	298-307	vitaminas	Food	_	_	
1-59	308-309	e	_	_	_	
1-60	310-317	geléias	Food	_	_	
1-61	318-319	e	_	_	_	
1-62	320-322	dê	_	_	_	
1-63	323-334	preferência	_	_	_	
1-64	335-339	para	_	_	_	
1-65	340-348	comê-las	_	_	_	
1-66	349-354	junto	Time[2]	_	_	
1-67	355-357	às	Time[2]	_	_	
1-68	358-367	refeições	Time[2]	_	_	
1-69	368-370	ou	_	_	_	
1-70	371-381	associadas	_	_	_	
1-71	382-384	de	_	_	_	
1-72	385-393	sementes	_	_	_	
1-73	394-395	(	_	_	_	
1-74	395-402	linhaça	Food	_	_	
1-75	402-403	,	_	_	_	
1-76	404-408	chia	Food	_	_	
1-77	409-410	e	_	_	_	
1-78	411-418	abóbora	Food	_	_	
1-79	418-419	)	_	_	_	
1-80	420-421	e	_	_	_	
1-81	422-429	farelos	_	_	_	
1-82	430-434	como	_	_	_	
1-83	435-436	a	_	_	_	
1-84	437-442	aveia	Food	_	_	
1-85	443-444	e	_	_	_	
1-86	445-446	o	_	_	_	
1-87	447-455	psyllium	Food	_	_	
1-88	455-456	.	_	_	_	
1-89	457-461	Para	_	_	_	
1-90	462-465	uma	_	_	_	
1-91	466-476	orientação	_	_	_	
1-92	477-481	mais	_	_	_	
1-93	482-492	específica	_	_	_	
1-94	493-494	o	_	_	_	
1-95	495-500	ideal	_	_	_	
1-96	501-502	é	_	_	_	
1-97	503-506	que	_	_	_	
1-98	507-511	você	_	_	_	
1-99	512-514	se	NonMedicalTreatment[3]	_	_	
1-100	515-523	consulte	NonMedicalTreatment[3]	_	_	
1-101	524-527	com	NonMedicalTreatment[3]	_	_	
1-102	528-530	um	NonMedicalTreatment[3]	_	_	
1-103	531-544	nutricionista	NonMedicalTreatment[3]	_	_	
1-104	545-546	(	_	_	_	
1-105	546-549	que	_	_	_	
1-106	550-555	estão	_	_	_	
1-107	556-567	disponíveis	_	_	_	
1-108	568-581	gratuitamente	_	_	_	
1-109	582-584	no	_	_	_	
1-110	585-588	SUS	_	_	_	
1-111	588-589	)	_	_	_	
1-112	590-594	pois	_	_	_	
1-113	595-598	ele	_	_	_	
1-114	599-605	poderá	_	_	_	
1-115	606-612	montar	_	_	_	
1-116	613-616	uma	_	_	_	
1-117	617-622	dieta	_	_	_	
1-118	623-628	ideal	_	_	_	
1-119	629-633	para	_	_	_	
1-120	634-636	as	_	_	_	
1-121	637-641	suas	_	_	_	
1-122	642-654	necessidades	_	_	_	
1-123	654-655	.	_	_	_	
