#FORMAT=WebAnno TSV 3.2


#Text=Essa sensação de estufamento pode ser por causa da produção de gases. Soltar muitos gases pode ser normal para pessoas que se alimentam com alimentos ricos em fibras, que são alimentos saudáveis e recomendados. Além disso, o uso da metformina também pode provocar a soltura de gases durante os primeiros meses de uso. Essa situação pode se resolver com o tempo, mas, caso não se resolva, é ideal que procure seu médico!
1-1	0-4	Essa	
1-2	5-13	sensação	
1-3	14-16	de	
1-4	17-28	estufamento	
1-5	29-33	pode	
1-6	34-37	ser	
1-7	38-41	por	
1-8	42-47	causa	
1-9	48-50	da	
1-10	51-59	produção	
1-11	60-62	de	
1-12	63-68	gases	
1-13	68-69	.	
1-14	70-76	Soltar	
1-15	77-83	muitos	
1-16	84-89	gases	
1-17	90-94	pode	
1-18	95-98	ser	
1-19	99-105	normal	
1-20	106-110	para	
1-21	111-118	pessoas	
1-22	119-122	que	
1-23	123-125	se	
1-24	126-135	alimentam	
1-25	136-139	com	
1-26	140-149	alimentos	
1-27	150-155	ricos	
1-28	156-158	em	
1-29	159-165	fibras	
1-30	165-166	,	
1-31	167-170	que	
1-32	171-174	são	
1-33	175-184	alimentos	
1-34	185-194	saudáveis	
1-35	195-196	e	
1-36	197-209	recomendados	
1-37	209-210	.	
1-38	211-215	Além	
1-39	216-221	disso	
1-40	221-222	,	
1-41	223-224	o	
1-42	225-228	uso	
1-43	229-231	da	
1-44	232-242	metformina	
1-45	243-249	também	
1-46	250-254	pode	
1-47	255-263	provocar	
1-48	264-265	a	
1-49	266-273	soltura	
1-50	274-276	de	
1-51	277-282	gases	
1-52	283-290	durante	
1-53	291-293	os	
1-54	294-303	primeiros	
1-55	304-309	meses	
1-56	310-312	de	
1-57	313-316	uso	
1-58	316-317	.	
1-59	318-322	Essa	
1-60	323-331	situação	
1-61	332-336	pode	
1-62	337-339	se	
1-63	340-348	resolver	
1-64	349-352	com	
1-65	353-354	o	
1-66	355-360	tempo	
1-67	360-361	,	
1-68	362-365	mas	
1-69	365-366	,	
1-70	367-371	caso	
1-71	372-375	não	
1-72	376-378	se	
1-73	379-386	resolva	
1-74	386-387	,	
1-75	388-389	é	
1-76	390-395	ideal	
1-77	396-399	que	
1-78	400-407	procure	
1-79	408-411	seu	
1-80	412-418	médico	
1-81	418-419	!	
