#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Os principais sintomas do diabetes são:
1-1	0-2	Os	_	
1-2	3-13	principais	_	
1-3	14-22	sintomas	_	
1-4	23-25	do	_	
1-5	26-34	diabetes	_	
1-6	35-38	são	_	
1-7	38-39	:	_	

#Text=* Aumento da vontade de urinar;
2-1	44-45	*	_	
2-2	46-53	Aumento	Symptom[1]	
2-3	54-56	da	Symptom[1]	
2-4	57-64	vontade	Symptom[1]	
2-5	65-67	de	Symptom[1]	
2-6	68-74	urinar	Symptom[1]	
2-7	74-75	;	_	

#Text=* Sede em excesso;
3-1	77-78	*	_	
3-2	79-83	Sede	Symptom[2]	
3-3	84-86	em	Symptom[2]	
3-4	87-94	excesso	Symptom[2]	
3-5	94-95	;	_	

#Text=* Fome em excesso;
4-1	97-98	*	_	
4-2	99-103	Fome	Symptom[3]	
4-3	104-106	em	Symptom[3]	
4-4	107-114	excesso	Symptom[3]	
4-5	114-115	;	_	

#Text=* Cansaço extremo;
5-1	117-118	*	_	
5-2	119-126	Cansaço	Symptom[4]	
5-3	127-134	extremo	Symptom[4]	
5-4	134-135	;	_	

#Text=* Visão embaçada;
6-1	137-138	*	_	
6-2	139-144	Visão	Symptom[5]	
6-3	145-153	embaçada	Symptom[5]	
6-4	153-154	;	_	

#Text=* Aumento no tempo de cicatrização de cortes/contusões;
7-1	156-157	*	_	
7-2	158-165	Aumento	Symptom[6]	
7-3	166-168	no	Symptom[6]	
7-4	169-174	tempo	Symptom[6]	
7-5	175-177	de	Symptom[6]	
7-6	178-190	cicatrização	Symptom[6]	
7-7	191-193	de	Symptom[6]	
7-8	194-200	cortes	Symptom[6]	
7-9	200-201	/	Symptom[6]	
7-10	201-210	contusões	Symptom[6]	
7-11	210-211	;	_	

#Text=* Perda de peso;
8-1	213-214	*	_	
8-2	215-220	Perda	Symptom[7]	
8-3	221-223	de	Symptom[7]	
8-4	224-228	peso	Symptom[7]	
8-5	228-229	;	_	

#Text=* Formigamento, dor ou dormência nas mãos/pés.
9-1	231-232	*	_	
9-2	233-245	Formigamento	Symptom[8]	
9-3	245-246	,	Symptom[8]	
9-4	247-250	dor	Symptom[8]	
9-5	251-253	ou	Symptom[8]	
9-6	254-263	dormência	Symptom[8]	
9-7	264-267	nas	Symptom[8]	
9-8	268-272	mãos	Symptom[8]	
9-9	272-273	/	Symptom[8]	
9-10	273-276	pés	Symptom[8]	
9-11	276-277	.	_	
