#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O tecido magro pesa mais que a gordura, portanto, você não verá o número na balança mudar, mas se sentirá melhor, terá mais energia, melhores níveis de glicose, etc. Com o tempo, o peso começará a diminuir. Continue o exercício. Procure ajuda com um nutricionista se você não tiver certeza sobre como controlar a alimentação e a diabetes.
1-1	0-1	O	_	
1-2	2-8	tecido	_	
1-3	9-14	magro	_	
1-4	15-19	pesa	_	
1-5	20-24	mais	_	
1-6	25-28	que	_	
1-7	29-30	a	_	
1-8	31-38	gordura	_	
1-9	38-39	,	_	
1-10	40-48	portanto	_	
1-11	48-49	,	_	
1-12	50-54	você	_	
1-13	55-58	não	_	
1-14	59-63	verá	_	
1-15	64-65	o	_	
1-16	66-72	número	_	
1-17	73-75	na	_	
1-18	76-83	balança	_	
1-19	84-89	mudar	_	
1-20	89-90	,	_	
1-21	91-94	mas	_	
1-22	95-97	se	_	
1-23	98-105	sentirá	_	
1-24	106-112	melhor	_	
1-25	112-113	,	_	
1-26	114-118	terá	_	
1-27	119-123	mais	_	
1-28	124-131	energia	_	
1-29	131-132	,	_	
1-30	133-141	melhores	_	
1-31	142-148	níveis	_	
1-32	149-151	de	_	
1-33	152-159	glicose	_	
1-34	159-160	,	_	
1-35	161-164	etc	_	
1-36	164-165	.	_	
1-37	166-169	Com	_	
1-38	170-171	o	_	
1-39	172-177	tempo	_	
1-40	177-178	,	_	
1-41	179-180	o	_	
1-42	181-185	peso	_	
1-43	186-194	começará	_	
1-44	195-196	a	_	
1-45	197-205	diminuir	_	
1-46	205-206	.	_	
1-47	207-215	Continue	_	
1-48	216-217	o	_	
1-49	218-227	exercício	NonMedicalTreatment	
1-50	227-228	.	_	
1-51	229-236	Procure	_	
1-52	237-242	ajuda	_	
1-53	243-246	com	_	
1-54	247-249	um	_	
1-55	250-263	nutricionista	_	
1-56	264-266	se	_	
1-57	267-271	você	_	
1-58	272-275	não	_	
1-59	276-281	tiver	_	
1-60	282-289	certeza	_	
1-61	290-295	sobre	_	
1-62	296-300	como	_	
1-63	301-310	controlar	_	
1-64	311-312	a	_	
1-65	313-324	alimentação	_	
1-66	325-326	e	_	
1-67	327-328	a	_	
1-68	329-337	diabetes	_	
1-69	337-338	.	_	
