#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Não existe comprovação científica de que o chá de insulina possa ter algum benefício real para a saúde de quem tem diabetes. A Sociedade Brasileira de Diabetes não recomenda o uso de chás como estratégia de melhoria de controle glicêmico, que não apresentem comprovação científica. Para o controle do diabetes, é importante que o paciente mantenha o tratamento prescrito pelo médico e que seja adequado a seu estilo de vida e alimentação saudável.
1-1	0-3	Não	_	_	_	
1-2	4-10	existe	_	_	_	
1-3	11-22	comprovação	_	_	_	
1-4	23-33	científica	_	_	_	
1-5	34-36	de	_	_	_	
1-6	37-40	que	_	_	_	
1-7	41-42	o	_	_	_	
1-8	43-46	chá	_	_	_	
1-9	47-49	de	_	_	_	
1-10	50-58	insulina	_	_	_	
1-11	59-64	possa	_	_	_	
1-12	65-68	ter	_	_	_	
1-13	69-74	algum	_	_	_	
1-14	75-84	benefício	_	_	_	
1-15	85-89	real	_	_	_	
1-16	90-94	para	_	_	_	
1-17	95-96	a	_	_	_	
1-18	97-102	saúde	_	_	_	
1-19	103-105	de	_	_	_	
1-20	106-110	quem	_	_	_	
1-21	111-114	tem	_	_	_	
1-22	115-123	diabetes	Complication	_	_	
1-23	123-124	.	_	_	_	
1-24	125-126	A	_	_	_	
1-25	127-136	Sociedade	_	_	_	
1-26	137-147	Brasileira	_	_	_	
1-27	148-150	de	_	_	_	
1-28	151-159	Diabetes	_	_	_	
1-29	160-163	não	_	_	_	
1-30	164-173	recomenda	_	_	_	
1-31	174-175	o	_	_	_	
1-32	176-179	uso	_	_	_	
1-33	180-182	de	_	_	_	
1-34	183-187	chás	_	_	_	
1-35	188-192	como	_	_	_	
1-36	193-203	estratégia	_	_	_	
1-37	204-206	de	_	_	_	
1-38	207-215	melhoria	_	_	_	
1-39	216-218	de	_	_	_	
1-40	219-227	controle	GlucoseValue[1]	_	_	
1-41	228-237	glicêmico	GlucoseValue[1]	_	_	
1-42	237-238	,	_	_	_	
1-43	239-242	que	_	_	_	
1-44	243-246	não	_	_	_	
1-45	247-257	apresentem	_	_	_	
1-46	258-269	comprovação	_	_	_	
1-47	270-280	científica	_	_	_	
1-48	280-281	.	_	_	_	
1-49	282-286	Para	_	_	_	
1-50	287-288	o	_	_	_	
1-51	289-297	controle	_	_	_	
1-52	298-300	do	_	_	_	
1-53	301-309	diabetes	Complication	treats|treats	1-62[2_0]|1-76[3_0]	
1-54	309-310	,	_	_	_	
1-55	311-312	é	_	_	_	
1-56	313-323	importante	_	_	_	
1-57	324-327	que	_	_	_	
1-58	328-329	o	_	_	_	
1-59	330-338	paciente	_	_	_	
1-60	339-347	mantenha	_	_	_	
1-61	348-349	o	_	_	_	
1-62	350-360	tratamento	Medication[2]	_	_	
1-63	361-370	prescrito	Medication[2]	_	_	
1-64	371-375	pelo	Medication[2]	_	_	
1-65	376-382	médico	Medication[2]	_	_	
1-66	383-384	e	_	_	_	
1-67	385-388	que	_	_	_	
1-68	389-393	seja	_	_	_	
1-69	394-402	adequado	_	_	_	
1-70	403-404	a	_	_	_	
1-71	405-408	seu	_	_	_	
1-72	409-415	estilo	_	_	_	
1-73	416-418	de	_	_	_	
1-74	419-423	vida	_	_	_	
1-75	424-425	e	_	_	_	
1-76	426-437	alimentação	NonMedicalTreatment[3]	_	_	
1-77	438-446	saudável	NonMedicalTreatment[3]	_	_	
1-78	446-447	.	_	_	_	
