#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Pode sim. Os sucos não são as melhores formas de consumir frutas e legumes, pois o seu índice glicêmico é elevado, tente incluir folhas, sementes e evite coar o suco. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-4	Pode	_	
1-2	5-8	sim	_	
1-3	8-9	.	_	
1-4	10-12	Os	_	
1-5	13-18	sucos	Food	
1-6	19-22	não	_	
1-7	23-26	são	_	
1-8	27-29	as	_	
1-9	30-38	melhores	_	
1-10	39-45	formas	_	
1-11	46-48	de	_	
1-12	49-57	consumir	_	
1-13	58-64	frutas	Food	
1-14	65-66	e	_	
1-15	67-74	legumes	Food	
1-16	74-75	,	_	
1-17	76-80	pois	_	
1-18	81-82	o	_	
1-19	83-86	seu	_	
1-20	87-93	índice	GlucoseValue[1]	
1-21	94-103	glicêmico	GlucoseValue[1]	
1-22	104-105	é	_	
1-23	106-113	elevado	_	
1-24	113-114	,	_	
1-25	115-120	tente	_	
1-26	121-128	incluir	_	
1-27	129-135	folhas	Food	
1-28	135-136	,	_	
1-29	137-145	sementes	Food	
1-30	146-147	e	_	
1-31	148-153	evite	_	
1-32	154-158	coar	_	
1-33	159-160	o	_	
1-34	161-165	suco	Food	
1-35	165-166	.	_	
1-36	167-171	Para	_	
1-37	172-175	uma	_	
1-38	176-186	orientação	_	
1-39	187-191	mais	_	
1-40	192-202	específica	_	
1-41	203-204	o	_	
1-42	205-210	ideal	_	
1-43	211-212	é	_	
1-44	213-216	que	_	
1-45	217-221	você	_	
1-46	222-224	se	_	
1-47	225-233	consulte	_	
1-48	234-237	com	_	
1-49	238-240	um	_	
1-50	241-254	nutricionista	_	
1-51	255-256	(	_	
1-52	256-259	que	_	
1-53	260-265	estão	_	
1-54	266-277	disponíveis	_	
1-55	278-291	gratuitamente	_	
1-56	292-294	no	_	
1-57	295-298	SUS	_	
1-58	298-299	)	_	
1-59	300-304	pois	_	
1-60	305-308	ele	_	
1-61	309-315	poderá	_	
1-62	316-322	montar	_	
1-63	323-326	uma	_	
1-64	327-332	dieta	_	
1-65	333-338	ideal	_	
1-66	339-343	para	_	
1-67	344-346	as	_	
1-68	347-351	suas	_	
1-69	352-364	necessidades	_	
1-70	364-365	.	_	
