#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Pode sim, mas não é recomendado o consumo maior que uma taça de vinho por dia. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-4	Pode	_	_	_	
1-2	5-8	sim	_	_	_	
1-3	8-9	,	_	_	_	
1-4	10-13	mas	_	_	_	
1-5	14-17	não	_	_	_	
1-6	18-19	é	_	_	_	
1-7	20-31	recomendado	_	_	_	
1-8	32-33	o	_	_	_	
1-9	34-41	consumo	_	_	_	
1-10	42-47	maior	_	_	_	
1-11	48-51	que	_	_	_	
1-12	52-55	uma	Dose[1]	has	1-15[0_1]	
1-13	56-60	taça	Dose[1]	_	_	
1-14	61-63	de	_	_	_	
1-15	64-69	vinho	Food	_	_	
1-16	70-73	por	Set[2]	_	_	
1-17	74-77	dia	Set[2]	_	_	
1-18	77-78	.	_	_	_	
1-19	79-83	Para	_	_	_	
1-20	84-87	uma	_	_	_	
1-21	88-98	orientação	_	_	_	
1-22	99-103	mais	_	_	_	
1-23	104-114	específica	_	_	_	
1-24	115-116	o	_	_	_	
1-25	117-122	ideal	_	_	_	
1-26	123-124	é	_	_	_	
1-27	125-128	que	_	_	_	
1-28	129-133	você	_	_	_	
1-29	134-136	se	_	_	_	
1-30	137-145	consulte	_	_	_	
1-31	146-149	com	_	_	_	
1-32	150-152	um	_	_	_	
1-33	153-166	nutricionista	_	_	_	
1-34	167-168	(	_	_	_	
1-35	168-171	que	_	_	_	
1-36	172-177	estão	_	_	_	
1-37	178-189	disponíveis	_	_	_	
1-38	190-203	gratuitamente	_	_	_	
1-39	204-206	no	_	_	_	
1-40	207-210	SUS	_	_	_	
1-41	210-211	)	_	_	_	
1-42	212-216	pois	_	_	_	
1-43	217-220	ele	_	_	_	
1-44	221-227	poderá	_	_	_	
1-45	228-234	montar	_	_	_	
1-46	235-238	uma	_	_	_	
1-47	239-244	dieta	NonMedicalTreatment[3]	_	_	
1-48	245-250	ideal	NonMedicalTreatment[3]	_	_	
1-49	251-255	para	_	_	_	
1-50	256-258	as	_	_	_	
1-51	259-263	suas	_	_	_	
1-52	264-276	necessidades	_	_	_	
1-53	276-277	.	_	_	_	
