#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O ideal é receber orientações específicas de um nutricionista, mas de modo geral, não há alimentos proibidos. Deve-se preferir os alimentos in natura e minimamente processados como: as frutas, legumes, hortaliças, carne, peixes, ovos, leite, iogurte, sementes, farinhas. Consumir com moderação os processados, aqui entram os pães, bolos, sardinha, geléia, queijos, conservas e enlatados. E evitar os ultraprocessados como: biscoitos recheados, refrigerante, produtos congelados prontos para aquecimento, cereais açucarados, refrescos, suco em pó, margarina, salsichas e presunto. Não se esqueça que o açúcar deve ser consumido com moderação, não sendo adicionado em preparações como sucos, vitaminas, cafés e chás. Lembre-se também de beber água ao longo do dia. Além disso, o sal deve ser consumido com moderação e as bebidas alcoólicas devem ser evitadas. Você pode obter mais informações no Guia Alimentar Para a População Brasileira, disponível gratuitamente para download (https://bvsms.saude.gov.br/bvs/publicacoes/guia_alimentar_populacao_brasileira_2ed.pdf).Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-1	O	_	
1-2	2-7	ideal	_	
1-3	8-9	é	_	
1-4	10-17	receber	_	
1-5	18-29	orientações	_	
1-6	30-41	específicas	_	
1-7	42-44	de	_	
1-8	45-47	um	_	
1-9	48-61	nutricionista	_	
1-10	61-62	,	_	
1-11	63-66	mas	_	
1-12	67-69	de	_	
1-13	70-74	modo	_	
1-14	75-80	geral	_	
1-15	80-81	,	_	
1-16	82-85	não	_	
1-17	86-88	há	_	
1-18	89-98	alimentos	_	
1-19	99-108	proibidos	_	
1-20	108-109	.	_	
1-21	110-117	Deve-se	_	
1-22	118-126	preferir	_	
1-23	127-129	os	_	
1-24	130-139	alimentos	_	
1-25	140-142	in	_	
1-26	143-149	natura	_	
1-27	150-151	e	_	
1-28	152-163	minimamente	_	
1-29	164-175	processados	_	
1-30	176-180	como	_	
1-31	180-181	:	_	
1-32	182-184	as	_	
1-33	185-191	frutas	Food	
1-34	191-192	,	_	
1-35	193-200	legumes	Food	
1-36	200-201	,	_	
1-37	202-212	hortaliças	Food	
1-38	212-213	,	_	
1-39	214-219	carne	Food	
1-40	219-220	,	_	
1-41	221-227	peixes	Food	
1-42	227-228	,	_	
1-43	229-233	ovos	Food	
1-44	233-234	,	_	
1-45	235-240	leite	Food	
1-46	240-241	,	_	
1-47	242-249	iogurte	Food	
1-48	249-250	,	_	
1-49	251-259	sementes	Food	
1-50	259-260	,	_	
1-51	261-269	farinhas	Food	
1-52	269-270	.	_	
1-53	271-279	Consumir	_	
1-54	280-283	com	_	
1-55	284-293	moderação	_	
1-56	294-296	os	_	
1-57	297-308	processados	_	
1-58	308-309	,	_	
