#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O leite pode ser consumido, de preferência para as opções desnatadas, evitando o integral por ele ter uma maior quantidade de gorduras saturadas e com isso, ser mais calórico. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-1	O	_	
1-2	2-7	leite	Food	
1-3	8-12	pode	_	
1-4	13-16	ser	_	
1-5	17-26	consumido	_	
1-6	26-27	,	_	
1-7	28-30	de	_	
1-8	31-42	preferência	_	
1-9	43-47	para	_	
1-10	48-50	as	_	
1-11	51-57	opções	_	
1-12	58-68	desnatadas	_	
1-13	68-69	,	_	
1-14	70-78	evitando	_	
1-15	79-80	o	_	
1-16	81-89	integral	_	
1-17	90-93	por	_	
1-18	94-97	ele	_	
1-19	98-101	ter	_	
1-20	102-105	uma	_	
1-21	106-111	maior	_	
1-22	112-122	quantidade	_	
1-23	123-125	de	_	
1-24	126-134	gorduras	Food[1]	
1-25	135-144	saturadas	Food[1]	
1-26	145-146	e	_	
1-27	147-150	com	_	
1-28	151-155	isso	_	
1-29	155-156	,	_	
1-30	157-160	ser	_	
1-31	161-165	mais	_	
1-32	166-174	calórico	_	
1-33	174-175	.	_	
1-34	176-180	Para	_	
1-35	181-184	uma	_	
1-36	185-195	orientação	_	
1-37	196-200	mais	_	
1-38	201-211	específica	_	
1-39	212-213	o	_	
1-40	214-219	ideal	_	
1-41	220-221	é	_	
1-42	222-225	que	_	
1-43	226-230	você	_	
1-44	231-233	se	_	
1-45	234-242	consulte	_	
1-46	243-246	com	_	
1-47	247-249	um	_	
1-48	250-263	nutricionista	_	
1-49	264-265	(	_	
1-50	265-268	que	_	
1-51	269-274	estão	_	
1-52	275-286	disponíveis	_	
1-53	287-300	gratuitamente	_	
1-54	301-303	no	_	
1-55	304-307	SUS	_	
1-56	307-308	)	_	
1-57	309-313	pois	_	
1-58	314-317	ele	_	
1-59	318-324	poderá	_	
1-60	325-331	montar	_	
1-61	332-335	uma	_	
1-62	336-341	dieta	_	
1-63	342-347	ideal	_	
1-64	348-352	para	_	
1-65	353-355	as	_	
1-66	356-360	suas	_	
1-67	361-373	necessidades	_	
1-68	373-374	.	_	
