#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Boa ideia! Chás são uma ótima alternativa aos sucos e refrigerantes, mas lembre-se: ter uma dieta equilibrada em nutrientes e calorias é essencial para o controle do diabetes.
1-1	0-3	Boa	_	
1-2	4-9	ideia	_	
1-3	9-10	!	_	
1-4	11-15	Chás	Food	
1-5	16-19	são	_	
1-6	20-23	uma	_	
1-7	24-29	ótima	_	
1-8	30-41	alternativa	_	
1-9	42-45	aos	_	
1-10	46-51	sucos	Food	
1-11	52-53	e	_	
1-12	54-67	refrigerantes	Food	
1-13	67-68	,	_	
1-14	69-72	mas	_	
1-15	73-82	lembre-se	_	
1-16	82-83	:	_	
1-17	84-87	ter	_	
1-18	88-91	uma	_	
1-19	92-97	dieta	NonMedicalTreatment[1]	
1-20	98-109	equilibrada	NonMedicalTreatment[1]	
1-21	110-112	em	NonMedicalTreatment[1]	
1-22	113-123	nutrientes	NonMedicalTreatment[1]	
1-23	124-125	e	NonMedicalTreatment[1]	
1-24	126-134	calorias	NonMedicalTreatment[1]	
1-25	135-136	é	_	
1-26	137-146	essencial	_	
1-27	147-151	para	_	
1-28	152-153	o	_	
1-29	154-162	controle	_	
1-30	163-165	do	_	
1-31	166-174	diabetes	_	
1-32	174-175	.	_	
