#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=É importante lembrar que tudo em excesso faz mal e que mais importante que comer ou deixar de comer certos alimentos, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é ideal que se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta ideal para as suas necessidades. A laranja e a mexerica são frutas que podem aumentar a quantidade de açúcar no sangue, mas podem ser consumidas com moderação e dentro de uma dieta balanceada. Recomenda-se consumir toda a polpa dessas duas frutas, ao invés de tomar só o caldo ou fazer um suco com elas, porque, comendo-as por inteiro, a quantidade de açúcar no sangue sobe menos.
1-1	0-1	É	_	
1-2	2-12	importante	_	
1-3	13-20	lembrar	_	
1-4	21-24	que	_	
1-5	25-29	tudo	_	
1-6	30-32	em	_	
1-7	33-40	excesso	_	
1-8	41-44	faz	_	
1-9	45-48	mal	_	
1-10	49-50	e	_	
1-11	51-54	que	_	
1-12	55-59	mais	_	
1-13	60-70	importante	_	
1-14	71-74	que	_	
1-15	75-80	comer	_	
1-16	81-83	ou	_	
1-17	84-90	deixar	_	
1-18	91-93	de	_	
1-19	94-99	comer	_	
1-20	100-106	certos	_	
1-21	107-116	alimentos	_	
1-22	116-117	,	_	
1-23	118-119	é	_	
1-24	120-123	ter	_	
1-25	124-127	uma	_	
1-26	128-133	dieta	NonMedicalTreatment[1]	
1-27	134-144	balanceada	NonMedicalTreatment[1]	
1-28	145-148	com	_	
1-29	149-151	os	_	
1-30	152-162	nutrientes	Food	
1-31	163-164	e	_	
1-32	165-173	calorias	Food	
1-33	174-183	adequadas	_	
1-34	184-188	para	_	
1-35	189-193	cada	_	
1-36	194-200	pessoa	_	
1-37	200-201	.	_	
1-38	202-205	Por	_	
1-39	206-210	isso	_	
1-40	210-211	,	_	
1-41	212-213	é	_	
1-42	214-219	ideal	_	
1-43	220-223	que	_	
1-44	224-226	se	_	
1-45	227-235	consulte	_	
1-46	236-239	com	_	
1-47	240-242	um	_	
1-48	243-256	nutricionista	_	
1-49	257-258	(	_	
1-50	258-261	que	_	
1-51	262-267	estão	_	
1-52	268-279	disponíveis	_	
1-53	280-293	gratuitamente	_	
1-54	294-296	no	_	
1-55	297-300	SUS	_	
1-56	300-301	)	_	
1-57	302-305	que	_	
1-58	306-312	poderá	_	
1-59	313-319	montar	_	
1-60	320-323	uma	_	
1-61	324-329	dieta	NonMedicalTreatment[2]	
1-62	330-335	ideal	NonMedicalTreatment[2]	
1-63	336-340	para	_	
1-64	341-343	as	_	
1-65	344-348	suas	_	
1-66	349-361	necessidades	_	
1-67	361-362	.	_	
1-68	363-364	A	_	
1-69	365-372	laranja	Food	
1-70	373-374	e	_	
1-71	375-376	a	_	
1-72	377-385	mexerica	Food	
1-73	386-389	são	_	
1-74	390-396	frutas	Food	
1-75	397-400	que	_	
1-76	401-406	podem	_	
1-77	407-415	aumentar	_	
1-78	416-417	a	_	
1-79	418-428	quantidade	GlucoseValue[3]	
1-80	429-431	de	GlucoseValue[3]	
1-81	432-438	açúcar	GlucoseValue[3]	
1-82	439-441	no	GlucoseValue[3]	
1-83	442-448	sangue	GlucoseValue[3]	
1-84	448-449	,	_	
1-85	450-453	mas	_	
1-86	454-459	podem	_	
1-87	460-463	ser	_	
1-88	464-474	consumidas	_	
1-89	475-478	com	_	
1-90	479-488	moderação	_	
1-91	489-490	e	_	
1-92	491-497	dentro	_	
1-93	498-500	de	_	
1-94	501-504	uma	_	
1-95	505-510	dieta	NonMedicalTreatment[4]	
1-96	511-521	balanceada	NonMedicalTreatment[4]	
1-97	521-522	.	_	
1-98	523-535	Recomenda-se	_	
1-99	536-544	consumir	_	
1-100	545-549	toda	_	
1-101	550-551	a	_	
1-102	552-557	polpa	_	
1-103	558-564	dessas	_	
1-104	565-569	duas	_	
1-105	570-576	frutas	Food	
1-106	576-577	,	_	
1-107	578-580	ao	_	
1-108	581-586	invés	_	
1-109	587-589	de	_	
1-110	590-595	tomar	_	
1-111	596-598	só	_	
1-112	599-600	o	_	
1-113	601-606	caldo	_	
1-114	607-609	ou	_	
1-115	610-615	fazer	_	
1-116	616-618	um	_	
1-117	619-623	suco	Food	
1-118	624-627	com	_	
1-119	628-632	elas	_	
1-120	632-633	,	_	
1-121	634-640	porque	_	
1-122	640-641	,	_	
1-123	642-652	comendo-as	_	
1-124	653-656	por	_	
1-125	657-664	inteiro	_	
1-126	664-665	,	_	
1-127	666-667	a	_	
1-128	668-678	quantidade	GlucoseValue[5]	
1-129	679-681	de	GlucoseValue[5]	
1-130	682-688	açúcar	GlucoseValue[5]	
1-131	689-691	no	GlucoseValue[5]	
1-132	692-698	sangue	GlucoseValue[5]	
1-133	699-703	sobe	_	
1-134	704-709	menos	_	
1-135	709-710	.	_	
