#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Essa é uma boa receita, saudável e controlada em carboidratos. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-4	Essa	_	
1-2	5-6	é	_	
1-3	7-10	uma	_	
1-4	11-14	boa	_	
1-5	15-22	receita	_	
1-6	22-23	,	_	
1-7	24-32	saudável	_	
1-8	33-34	e	_	
1-9	35-45	controlada	_	
1-10	46-48	em	_	
1-11	49-61	carboidratos	Food	
1-12	61-62	.	_	
1-13	63-67	Para	_	
1-14	68-71	uma	_	
1-15	72-82	orientação	_	
1-16	83-87	mais	_	
1-17	88-98	específica	_	
1-18	99-100	o	_	
1-19	101-106	ideal	_	
1-20	107-108	é	_	
1-21	109-112	que	_	
1-22	113-117	você	_	
1-23	118-120	se	_	
1-24	121-129	consulte	_	
1-25	130-133	com	_	
1-26	134-136	um	_	
1-27	137-150	nutricionista	_	
1-28	151-152	(	_	
1-29	152-155	que	_	
1-30	156-161	estão	_	
1-31	162-173	disponíveis	_	
1-32	174-187	gratuitamente	_	
1-33	188-190	no	_	
1-34	191-194	SUS	_	
1-35	194-195	)	_	
1-36	196-200	pois	_	
1-37	201-204	ele	_	
1-38	205-211	poderá	_	
1-39	212-218	montar	_	
1-40	219-222	uma	_	
1-41	223-228	dieta	_	
1-42	229-234	ideal	_	
1-43	235-239	para	_	
1-44	240-242	as	_	
1-45	243-247	suas	_	
1-46	248-260	necessidades	_	
1-47	260-261	.	_	
