#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Viver com uma doença crônica pode ser muito difícil e doloroso. Porém, esse processo também pode ser visto como uma nova chance de se tratar de uma forma mais carinhosa e saudável! Mudar o estilo de vida (alimentação saudável, prática de exercícios físicos, perda de peso...) é fundamental no tratamento da pessoa com diabetes. Mas muito mais que isso, faz mudar toda a forma de se relacionar com o corpo. Dê uma chance à saúde, é possível controlar o diabetes! Além disso, estão disponíveis gratuitamente pelo SUS profissionais como psicólogos e nutricionistas que também podem auxiliar nesse processo!
1-1	0-5	Viver	_	
1-2	6-9	com	_	
1-3	10-13	uma	_	
1-4	14-20	doença	_	
1-5	21-28	crônica	_	
1-6	29-33	pode	_	
1-7	34-37	ser	_	
1-8	38-43	muito	_	
1-9	44-51	difícil	_	
1-10	52-53	e	_	
1-11	54-62	doloroso	_	
1-12	62-63	.	_	
1-13	64-69	Porém	_	
1-14	69-70	,	_	
1-15	71-75	esse	_	
1-16	76-84	processo	_	
1-17	85-91	também	_	
1-18	92-96	pode	_	
1-19	97-100	ser	_	
1-20	101-106	visto	_	
1-21	107-111	como	_	
1-22	112-115	uma	_	
1-23	116-120	nova	_	
1-24	121-127	chance	_	
1-25	128-130	de	_	
1-26	131-133	se	_	
1-27	134-140	tratar	_	
1-28	141-143	de	_	
1-29	144-147	uma	_	
1-30	148-153	forma	_	
1-31	154-158	mais	_	
1-32	159-168	carinhosa	_	
1-33	169-170	e	_	
1-34	171-179	saudável	_	
1-35	179-180	!	_	
1-36	181-186	Mudar	_	
1-37	187-188	o	_	
1-38	189-195	estilo	_	
1-39	196-198	de	_	
1-40	199-203	vida	_	
1-41	204-205	(	_	
1-42	205-216	alimentação	_	
1-43	217-225	saudável	_	
1-44	225-226	,	_	
1-45	227-234	prática	NonMedicalTreatment[1]	
1-46	235-237	de	NonMedicalTreatment[1]	
1-47	238-248	exercícios	NonMedicalTreatment[1]	
1-48	249-256	físicos	NonMedicalTreatment[1]	
1-49	256-257	,	_	
1-50	258-263	perda	_	
1-51	264-266	de	_	
1-52	267-271	peso	_	
1-53	271-272	.	_	
1-54	272-273	.	_	
1-55	273-274	.	_	
1-56	274-275	)	_	
1-57	276-277	é	_	
1-58	278-289	fundamental	_	
1-59	290-292	no	_	
1-60	293-303	tratamento	_	
1-61	304-306	da	_	
1-62	307-313	pessoa	_	
1-63	314-317	com	_	
1-64	318-326	diabetes	_	
1-65	326-327	.	_	
1-66	328-331	Mas	_	
1-67	332-337	muito	_	
1-68	338-342	mais	_	
1-69	343-346	que	_	
1-70	347-351	isso	_	
1-71	351-352	,	_	
1-72	353-356	faz	_	
1-73	357-362	mudar	_	
1-74	363-367	toda	_	
1-75	368-369	a	_	
1-76	370-375	forma	_	
1-77	376-378	de	_	
1-78	379-381	se	_	
1-79	382-392	relacionar	_	
1-80	393-396	com	_	
1-81	397-398	o	_	
1-82	399-404	corpo	_	
1-83	404-405	.	_	
1-84	406-408	Dê	_	
1-85	409-412	uma	_	
1-86	413-419	chance	_	
1-87	420-421	à	_	
1-88	422-427	saúde	_	
1-89	427-428	,	_	
1-90	429-430	é	_	
1-91	431-439	possível	_	
1-92	440-449	controlar	_	
1-93	450-451	o	_	
1-94	452-460	diabetes	_	
1-95	460-461	!	_	
1-96	462-466	Além	_	
1-97	467-472	disso	_	
1-98	472-473	,	_	
1-99	474-479	estão	_	
1-100	480-491	disponíveis	_	
1-101	492-505	gratuitamente	_	
1-102	506-510	pelo	_	
1-103	511-514	SUS	_	
1-104	515-528	profissionais	_	
1-105	529-533	como	_	
1-106	534-544	psicólogos	_	
1-107	545-546	e	_	
1-108	547-561	nutricionistas	_	
1-109	562-565	que	_	
1-110	566-572	também	_	
1-111	573-578	podem	_	
1-112	579-587	auxiliar	_	
1-113	588-593	nesse	_	
1-114	594-602	processo	_	
1-115	602-603	!	_	
