#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Os alimentos diet são aqueles onde há exclusão total de um ingrediente, podendo ele ser o açúcar, atente-se aos rótulos e principalmente a lista de ingredientes. O ideal é receber orientações específicas de um nutricionista, mas de modo geral, não há alimentos proibidos. Deve-se preferir os alimentos in natura e minimamente processados como: as frutas, legumes, hortaliças, carne, peixes, ovos, leite, iogurte, sementes, farinhas. Consumir com moderação os processados, aqui entram os pães, bolos, sardinha, geléia, queijos, conservas e enlatados. E evitar os ultraprocessados como: biscoitos recheados, refrigerante, produtos congelados prontos para aquecimento, cereais açucarados, refrescos, suco em pó, margarina, salsichas e presunto. Não se esqueça que o açúcar deve ser consumido com moderação, não sendo adicionado em preparações como sucos, vitaminas, cafés e chás. Lembre-se também de beber água ao longo do dia. Além disso, o sal deve ser consumido com moderação e as bebidas alcoólicas devem ser evitadas. Você pode obter mais informações no Guia Alimentar Para a População Brasileira, disponível gratuitamente para download (https://bvsms.saude.gov.br/bvs/publicacoes/guia_alimentar_populacao_brasileira_2ed.pdf).Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-2	Os	_	
1-2	3-12	alimentos	_	
1-3	13-17	diet	_	
1-4	18-21	são	_	
1-5	22-29	aqueles	_	
1-6	30-34	onde	_	
1-7	35-37	há	_	
1-8	38-46	exclusão	_	
1-9	47-52	total	_	
1-10	53-55	de	_	
1-11	56-58	um	_	
1-12	59-70	ingrediente	_	
1-13	70-71	,	_	
1-14	72-79	podendo	_	
1-15	80-83	ele	_	
1-16	84-87	ser	_	
1-17	88-89	o	_	
1-18	90-96	açúcar	Food	
1-19	96-97	,	_	
1-20	98-107	atente-se	_	
1-21	108-111	aos	_	
1-22	112-119	rótulos	_	
1-23	120-121	e	_	
1-24	122-136	principalmente	_	
1-25	137-138	a	_	
1-26	139-144	lista	_	
1-27	145-147	de	_	
1-28	148-160	ingredientes	_	
1-29	160-161	.	_	
1-30	162-163	O	_	
1-31	164-169	ideal	_	
1-32	170-171	é	_	
1-33	172-179	receber	_	
1-34	180-191	orientações	_	
1-35	192-203	específicas	_	
1-36	204-206	de	_	
1-37	207-209	um	_	
1-38	210-223	nutricionista	_	
1-39	223-224	,	_	
1-40	225-228	mas	_	
1-41	229-231	de	_	
1-42	232-236	modo	_	
1-43	237-242	geral	_	
1-44	242-243	,	_	
1-45	244-247	não	_	
1-46	248-250	há	_	
1-47	251-260	alimentos	_	
1-48	261-270	proibidos	_	
1-49	270-271	.	_	
1-50	272-279	Deve-se	_	
1-51	280-288	preferir	_	
1-52	289-291	os	_	
