#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
1-1	0-4	Para	_	_	_	
1-2	5-8	que	_	_	_	
1-3	9-12	uma	_	_	_	
1-4	13-19	pessoa	_	_	_	
1-5	20-25	possa	_	_	_	
1-6	26-29	ser	_	_	_	
1-7	30-41	considerada	_	_	_	
1-8	42-46	como	_	_	_	
1-9	47-56	portadora	_	_	_	
1-10	57-59	de	_	_	_	
1-11	60-68	diabetes	Complication	diagnoses	2-2[1_0]	
1-12	69-71	os	_	_	_	
1-13	72-78	exames	_	_	_	
1-14	79-89	realizados	_	_	_	
1-15	90-95	devem	_	_	_	
1-16	96-99	dar	_	_	_	
1-17	100-102	os	_	_	_	
1-18	103-112	seguintes	_	_	_	
1-19	113-123	resultados	_	_	_	
1-20	123-124	:	_	_	_	

#Text=* Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
2-1	129-130	*	_	_	_	
2-2	131-139	Glicemia	Test[1]	_	_	
2-3	140-142	em	Test[1]	_	_	
2-4	143-148	jejum	Test[1]	_	_	
2-5	149-154	maior	_	_	_	
2-6	155-157	ou	_	_	_	
2-7	158-163	igual	_	_	_	
2-8	164-165	a	_	_	_	
2-9	166-169	126	GlucoseValue[2]	_	_	
2-10	170-172	mg	GlucoseValue[2]	_	_	
2-11	172-173	/	GlucoseValue[2]	_	_	
2-12	173-175	dL	GlucoseValue[2]	_	_	
2-13	176-178	em	_	_	_	
2-14	179-183	duas	_	_	_	
2-15	184-192	ocasiões	_	_	_	
2-16	192-193	;	_	_	_	

#Text=* Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
3-1	195-196	*	_	_	_	
3-2	197-205	Glicemia	GlucoseValue	_	_	
3-3	206-211	maior	_	_	_	
3-4	212-214	ou	_	_	_	
3-5	215-220	igual	_	_	_	
3-6	221-222	a	_	_	_	
3-7	223-226	200	GlucoseValue[3]	_	_	
3-8	227-229	mg	GlucoseValue[3]	_	_	
3-9	229-230	/	GlucoseValue[3]	_	_	
3-10	230-232	dL	GlucoseValue[3]	_	_	
3-11	233-237	duas	_	_	_	
3-12	238-243	horas	_	_	_	
3-13	244-248	após	_	_	_	
3-14	249-252	75g	_	_	_	
3-15	253-255	de	_	_	_	
3-16	256-263	glicose	_	_	_	
3-17	264-268	oral	_	_	_	
3-18	269-270	(	_	_	_	
3-19	270-279	dextrosol	_	_	_	
3-20	279-280	)	_	_	_	
3-21	280-281	;	_	_	_	

#Text=* Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.
4-1	283-284	*	_	_	_	
4-2	285-290	Nível	GlucoseValue[4]	_	_	
4-3	291-301	plasmático	GlucoseValue[4]	_	_	
4-4	302-304	de	GlucoseValue[4]	_	_	
4-5	305-312	glicose	GlucoseValue[4]	_	_	
4-6	313-322	aleatória	GlucoseValue[4]	_	_	
4-7	323-328	acima	_	_	_	
4-8	329-331	de	_	_	_	
4-9	332-335	200	GlucoseValue[5]	_	_	
4-10	336-338	mg	GlucoseValue[5]	_	_	
4-11	338-339	/	GlucoseValue[5]	_	_	
4-12	339-341	dL	GlucoseValue[5]	_	_	
4-13	342-351	associado	_	_	_	
4-14	352-353	a	_	_	_	
4-15	354-360	sinais	_	_	_	
4-16	361-362	e	_	_	_	
4-17	363-371	sintomas	_	_	_	
4-18	372-379	típicos	_	_	_	
4-19	380-382	de	_	_	_	
4-20	383-391	diabetes	Complication	_	_	
4-21	391-392	.	_	_	_	
