#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Estar acima do peso pode fazer com que apareça o diabetes tipo 2. Por isso, o jejum intermitente pode ser uma forma de prevenir o diabetes tipo 2.  O jejum intermitente também pode ser utilizado como tratamento para pessoas recém diagnosticadas com o diabetes tipo 1, que precisam perder peso para estabilizar o seu quadro de saúde; essas pessoas devem ser acompanhadas por um endocrinologista e um nutricionista.
1-1	0-5	Estar	_	
1-2	6-11	acima	_	
1-3	12-14	do	_	
1-4	15-19	peso	_	
1-5	20-24	pode	_	
1-6	25-30	fazer	_	
1-7	31-34	com	_	
1-8	35-38	que	_	
1-9	39-46	apareça	_	
1-10	47-48	o	_	
1-11	49-57	diabetes	_	
1-12	58-62	tipo	DiabetesType[1]	
1-13	63-64	2	DiabetesType[1]	
1-14	64-65	.	_	
1-15	66-69	Por	_	
1-16	70-74	isso	_	
1-17	74-75	,	_	
1-18	76-77	o	_	
1-19	78-83	jejum	NonMedicalTreatment[2]	
1-20	84-96	intermitente	NonMedicalTreatment[2]	
1-21	97-101	pode	_	
1-22	102-105	ser	_	
1-23	106-109	uma	_	
1-24	110-115	forma	_	
1-25	116-118	de	_	
1-26	119-127	prevenir	_	
1-27	128-129	o	_	
1-28	130-138	diabetes	_	
1-29	139-143	tipo	DiabetesType[3]	
1-30	144-145	2	DiabetesType[3]	
1-31	145-146	.	_	
1-32	148-149	O	_	
1-33	150-155	jejum	NonMedicalTreatment[4]	
1-34	156-168	intermitente	NonMedicalTreatment[4]	
1-35	169-175	também	_	
1-36	176-180	pode	_	
1-37	181-184	ser	_	
1-38	185-194	utilizado	_	
1-39	195-199	como	_	
1-40	200-210	tratamento	_	
1-41	211-215	para	_	
1-42	216-223	pessoas	_	
1-43	224-229	recém	_	
1-44	230-244	diagnosticadas	_	
1-45	245-248	com	_	
1-46	249-250	o	_	
1-47	251-259	diabetes	_	
1-48	260-264	tipo	DiabetesType[5]	
1-49	265-266	1	DiabetesType[5]	
1-50	266-267	,	_	
1-51	268-271	que	_	
1-52	272-280	precisam	_	
1-53	281-287	perder	_	
1-54	288-292	peso	_	
1-55	293-297	para	_	
1-56	298-309	estabilizar	_	
1-57	310-311	o	_	
1-58	312-315	seu	_	
1-59	316-322	quadro	_	
1-60	323-325	de	_	
1-61	326-331	saúde	_	
1-62	331-332	;	_	
1-63	333-338	essas	_	
1-64	339-346	pessoas	_	
1-65	347-352	devem	_	
1-66	353-356	ser	_	
1-67	357-369	acompanhadas	_	
1-68	370-373	por	_	
1-69	374-376	um	_	
1-70	377-393	endocrinologista	_	
1-71	394-395	e	_	
1-72	396-398	um	_	
1-73	399-412	nutricionista	_	
1-74	412-413	.	_	
