#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O iogurte natural pode sim ser consumido pelos diabéticos. O ideal seria associá-lo a castanhas e/ou granola para reduzir o índice glicêmico (o que faz com que seja absorvido mais lentamente). É importante lembrar que tudo em excesso faz mal e, mais importante que comer ou não determinado alimento, é ter uma dieta balanceada com os nutrientes e calorias adequadas para cada pessoa. Por isso, é importante se consultar com um nutricionista (que estão disponíveis gratuitamente no SUS) que poderá montar uma dieta que seja ideal para você.
1-1	0-1	O	_	
1-2	2-9	iogurte	Food[1]	
1-3	10-17	natural	Food[1]	
1-4	18-22	pode	_	
1-5	23-26	sim	_	
1-6	27-30	ser	_	
1-7	31-40	consumido	_	
1-8	41-46	pelos	_	
1-9	47-57	diabéticos	_	
1-10	57-58	.	_	
1-11	59-60	O	_	
1-12	61-66	ideal	_	
1-13	67-72	seria	_	
1-14	73-83	associá-lo	_	
1-15	84-85	a	_	
1-16	86-95	castanhas	Food	
1-17	96-97	e	_	
1-18	97-98	/	_	
1-19	98-100	ou	_	
1-20	101-108	granola	Food	
1-21	109-113	para	_	
1-22	114-121	reduzir	_	
1-23	122-123	o	_	
1-24	124-130	índice	_	
1-25	131-140	glicêmico	_	
1-26	141-142	(	_	
1-27	142-143	o	_	
1-28	144-147	que	_	
1-29	148-151	faz	_	
1-30	152-155	com	_	
1-31	156-159	que	_	
1-32	160-164	seja	_	
1-33	165-174	absorvido	_	
1-34	175-179	mais	_	
1-35	180-190	lentamente	_	
1-36	190-191	)	_	
1-37	191-192	.	_	
1-38	193-194	É	_	
1-39	195-205	importante	_	
1-40	206-213	lembrar	_	
1-41	214-217	que	_	
1-42	218-222	tudo	_	
1-43	223-225	em	_	
1-44	226-233	excesso	_	
1-45	234-237	faz	_	
1-46	238-241	mal	_	
1-47	242-243	e	_	
1-48	243-244	,	_	
1-49	245-249	mais	_	
1-50	250-260	importante	_	
1-51	261-264	que	_	
1-52	265-270	comer	_	
1-53	271-273	ou	_	
1-54	274-277	não	_	
1-55	278-289	determinado	_	
1-56	290-298	alimento	_	
1-57	298-299	,	_	
1-58	300-301	é	_	
1-59	302-305	ter	_	
1-60	306-309	uma	_	
1-61	310-315	dieta	_	
1-62	316-326	balanceada	_	
1-63	327-330	com	_	
1-64	331-333	os	_	
1-65	334-344	nutrientes	_	
1-66	345-346	e	_	
1-67	347-355	calorias	_	
1-68	356-365	adequadas	_	
1-69	366-370	para	_	
1-70	371-375	cada	_	
1-71	376-382	pessoa	_	
1-72	382-383	.	_	
1-73	384-387	Por	_	
1-74	388-392	isso	_	
1-75	392-393	,	_	
1-76	394-395	é	_	
1-77	396-406	importante	_	
1-78	407-409	se	_	
1-79	410-419	consultar	_	
1-80	420-423	com	_	
1-81	424-426	um	_	
1-82	427-440	nutricionista	_	
1-83	441-442	(	_	
1-84	442-445	que	_	
1-85	446-451	estão	_	
1-86	452-463	disponíveis	_	
1-87	464-477	gratuitamente	_	
1-88	478-480	no	_	
1-89	481-484	SUS	_	
1-90	484-485	)	_	
1-91	486-489	que	_	
1-92	490-496	poderá	_	
1-93	497-503	montar	_	
1-94	504-507	uma	_	
1-95	508-513	dieta	_	
1-96	514-517	que	_	
1-97	518-522	seja	_	
1-98	523-528	ideal	_	
1-99	529-533	para	_	
1-100	534-538	você	_	
1-101	538-539	.	_	
