#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Perder peso é essencial, principalmente logo após o diagnóstico de tipo 2 ou de pré-diabetes. A perda de peso aumenta a sensibilidade à insulina, permitindo que as células usem com mais eficácia a insulina que o corpo continua produzindo. Perder de 5 a 10 quilos já pode gerar muitos benefícios, como a melhora do nível de açúcar no sangue, da pressão arterial e dos níveis de colesterol. Além disso, você pode até vir a tomar menos medicamentos ou doses mais baixas. Para perder peso de forma lenta e constante, mude seu estilo de vida. Os quilos que você afasta ao longo do tempo são os mais importantes para uma vida longa.
1-1	0-6	Perder	NonMedicalTreatment[1]	_	_	
1-2	7-11	peso	NonMedicalTreatment[1]	_	_	
1-3	12-13	é	_	_	_	
1-4	14-23	essencial	_	_	_	
1-5	23-24	,	_	_	_	
1-6	25-39	principalmente	_	_	_	
1-7	40-44	logo	_	_	_	
1-8	45-49	após	Time[2]	has	1-1[1_2]	
1-9	50-51	o	Time[2]	_	_	
1-10	52-63	diagnóstico	Time[2]	_	_	
1-11	64-66	de	_	_	_	
1-12	67-71	tipo	DiabetesType[3]	_	_	
1-13	72-73	2	DiabetesType[3]	_	_	
1-14	74-76	ou	_	_	_	
1-15	77-79	de	_	_	_	
1-16	80-92	pré-diabetes	DiabetesType	_	_	
1-17	92-93	.	_	_	_	
1-18	94-95	A	_	_	_	
1-19	96-101	perda	NonMedicalTreatment[4]	_	_	
1-20	102-104	de	NonMedicalTreatment[4]	_	_	
1-21	105-109	peso	NonMedicalTreatment[4]	_	_	
1-22	110-117	aumenta	_	_	_	
1-23	118-119	a	_	_	_	
1-24	120-133	sensibilidade	_	_	_	
1-25	134-135	à	_	_	_	
1-26	136-144	insulina	_	_	_	
1-27	144-145	,	_	_	_	
1-28	146-156	permitindo	_	_	_	
1-29	157-160	que	_	_	_	
1-30	161-163	as	_	_	_	
1-31	164-171	células	_	_	_	
1-32	172-176	usem	_	_	_	
1-33	177-180	com	_	_	_	
1-34	181-185	mais	_	_	_	
1-35	186-194	eficácia	_	_	_	
1-36	195-196	a	_	_	_	
1-37	197-205	insulina	_	_	_	
1-38	206-209	que	_	_	_	
1-39	210-211	o	_	_	_	
1-40	212-217	corpo	_	_	_	
1-41	218-226	continua	_	_	_	
1-42	227-237	produzindo	_	_	_	
1-43	237-238	.	_	_	_	
1-44	239-245	Perder	_	_	_	
1-45	246-248	de	_	_	_	
1-46	249-250	5	_	_	_	
1-47	251-252	a	_	_	_	
1-48	253-255	10	_	_	_	
1-49	256-262	quilos	_	_	_	
1-50	263-265	já	_	_	_	
1-51	266-270	pode	_	_	_	
1-52	271-276	gerar	_	_	_	
1-53	277-283	muitos	_	_	_	
1-54	284-294	benefícios	_	_	_	
1-55	294-295	,	_	_	_	
1-56	296-300	como	_	_	_	
1-57	301-302	a	_	_	_	
1-58	303-310	melhora	_	_	_	
1-59	311-313	do	_	_	_	
1-60	314-319	nível	_	_	_	
1-61	320-322	de	_	_	_	
1-62	323-329	açúcar	_	_	_	
1-63	330-332	no	_	_	_	
1-64	333-339	sangue	_	_	_	
1-65	339-340	,	_	_	_	
1-66	341-343	da	_	_	_	
1-67	344-351	pressão	_	_	_	
1-68	352-360	arterial	_	_	_	
1-69	361-362	e	_	_	_	
1-70	363-366	dos	_	_	_	
1-71	367-373	níveis	_	_	_	
1-72	374-376	de	_	_	_	
1-73	377-387	colesterol	_	_	_	
1-74	387-388	.	_	_	_	
1-75	389-393	Além	_	_	_	
1-76	394-399	disso	_	_	_	
1-77	399-400	,	_	_	_	
1-78	401-405	você	_	_	_	
1-79	406-410	pode	_	_	_	
1-80	411-414	até	_	_	_	
1-81	415-418	vir	_	_	_	
1-82	419-420	a	_	_	_	
1-83	421-426	tomar	_	_	_	
1-84	427-432	menos	_	_	_	
1-85	433-445	medicamentos	_	_	_	
1-86	446-448	ou	_	_	_	
1-87	449-454	doses	_	_	_	
1-88	455-459	mais	_	_	_	
1-89	460-466	baixas	_	_	_	
1-90	466-467	.	_	_	_	
1-91	468-472	Para	_	_	_	
1-92	473-479	perder	NonMedicalTreatment[5]	_	_	
1-93	480-484	peso	NonMedicalTreatment[5]	_	_	
1-94	485-487	de	_	_	_	
1-95	488-493	forma	_	_	_	
1-96	494-499	lenta	_	_	_	
1-97	500-501	e	_	_	_	
1-98	502-511	constante	_	_	_	
1-99	511-512	,	_	_	_	
1-100	513-517	mude	_	_	_	
1-101	518-521	seu	_	_	_	
1-102	522-528	estilo	_	_	_	
1-103	529-531	de	_	_	_	
1-104	532-536	vida	_	_	_	
1-105	536-537	.	_	_	_	
1-106	538-540	Os	_	_	_	
1-107	541-547	quilos	_	_	_	
1-108	548-551	que	_	_	_	
1-109	552-556	você	_	_	_	
1-110	557-563	afasta	_	_	_	
1-111	564-566	ao	_	_	_	
1-112	567-572	longo	_	_	_	
1-113	573-575	do	_	_	_	
1-114	576-581	tempo	_	_	_	
1-115	582-585	são	_	_	_	
1-116	586-588	os	_	_	_	
1-117	589-593	mais	_	_	_	
1-118	594-605	importantes	_	_	_	
1-119	606-610	para	_	_	_	
1-120	611-614	uma	_	_	_	
1-121	615-619	vida	_	_	_	
1-122	620-625	longa	_	_	_	
1-123	625-626	.	_	_	_	
