#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O caldo de mocotó não possui muito carboidrato. Entretanto, possui muitas gorduras e calorias, por isso, o seu consumo deve ser moderado. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-1	O	_	
1-2	2-7	caldo	Food[1]	
1-3	8-10	de	Food[1]	
1-4	11-17	mocotó	Food[1]	
1-5	18-21	não	_	
1-6	22-28	possui	_	
1-7	29-34	muito	_	
1-8	35-46	carboidrato	_	
1-9	46-47	.	_	
1-10	48-58	Entretanto	_	
1-11	58-59	,	_	
1-12	60-66	possui	_	
1-13	67-73	muitas	_	
1-14	74-82	gorduras	_	
1-15	83-84	e	_	
1-16	85-93	calorias	_	
1-17	93-94	,	_	
1-18	95-98	por	_	
1-19	99-103	isso	_	
1-20	103-104	,	_	
1-21	105-106	o	_	
1-22	107-110	seu	_	
1-23	111-118	consumo	_	
1-24	119-123	deve	_	
1-25	124-127	ser	_	
1-26	128-136	moderado	_	
1-27	136-137	.	_	
1-28	138-142	Para	_	
1-29	143-146	uma	_	
1-30	147-157	orientação	_	
1-31	158-162	mais	_	
1-32	163-173	específica	_	
1-33	174-175	o	_	
1-34	176-181	ideal	_	
1-35	182-183	é	_	
1-36	184-187	que	_	
1-37	188-192	você	_	
1-38	193-195	se	NonMedicalTreatment[2]	
1-39	196-204	consulte	NonMedicalTreatment[2]	
1-40	205-208	com	NonMedicalTreatment[2]	
1-41	209-211	um	NonMedicalTreatment[2]	
1-42	212-225	nutricionista	NonMedicalTreatment[2]	
1-43	226-227	(	_	
1-44	227-230	que	_	
1-45	231-236	estão	_	
1-46	237-248	disponíveis	_	
1-47	249-262	gratuitamente	_	
1-48	263-265	no	_	
1-49	266-269	SUS	_	
1-50	269-270	)	_	
1-51	271-275	pois	_	
1-52	276-279	ele	_	
1-53	280-286	poderá	_	
1-54	287-293	montar	_	
1-55	294-297	uma	_	
1-56	298-303	dieta	_	
1-57	304-309	ideal	_	
1-58	310-314	para	_	
1-59	315-317	as	_	
1-60	318-322	suas	_	
1-61	323-335	necessidades	_	
1-62	335-336	.	_	
