#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Muito xixi e muita sede são sintomas que ocorrem quando o diabetes está descontrolado. Por isso, é muito importante que você se consulte com um médico para que ele possa avaliar o descontrole do seu diabetes e te recomendar o que deve ser feito - inclusive uso de remédios, caso seja necessário. Além disso, as mudanças de estilo de vida (alimentação saudável, prática de exercícios físicos, perda de peso...) são uma parte fundamental do tratamento de qualquer diabético.
1-1	0-5	Muito	Symptom[1]	has	1-12[0_1]	
1-2	6-10	xixi	Symptom[1]	_	_	
1-3	11-12	e	_	_	_	
1-4	13-18	muita	Symptom[2]	has	1-12[0_2]	
1-5	19-23	sede	Symptom[2]	_	_	
1-6	24-27	são	_	_	_	
1-7	28-36	sintomas	_	_	_	
1-8	37-40	que	_	_	_	
1-9	41-48	ocorrem	_	_	_	
1-10	49-55	quando	_	_	_	
1-11	56-57	o	_	_	_	
1-12	58-66	diabetes	Complication	_	_	
1-13	67-71	está	_	_	_	
1-14	72-85	descontrolado	_	_	_	
1-15	85-86	.	_	_	_	
1-16	87-90	Por	_	_	_	
1-17	91-95	isso	_	_	_	
1-18	95-96	,	_	_	_	
1-19	97-98	é	_	_	_	
1-20	99-104	muito	_	_	_	
1-21	105-115	importante	_	_	_	
1-22	116-119	que	_	_	_	
1-23	120-124	você	_	_	_	
1-24	125-127	se	_	_	_	
1-25	128-136	consulte	_	_	_	
1-26	137-140	com	_	_	_	
1-27	141-143	um	_	_	_	
1-28	144-150	médico	_	_	_	
1-29	151-155	para	_	_	_	
1-30	156-159	que	_	_	_	
1-31	160-163	ele	_	_	_	
1-32	164-169	possa	_	_	_	
1-33	170-177	avaliar	_	_	_	
1-34	178-179	o	_	_	_	
1-35	180-191	descontrole	_	_	_	
1-36	192-194	do	_	_	_	
1-37	195-198	seu	_	_	_	
1-38	199-207	diabetes	Complication	treats|treats|treats	1-67[3_0]|1-70[4_0]|1-75[5_0]	
1-39	208-209	e	_	_	_	
1-40	210-212	te	_	_	_	
1-41	213-223	recomendar	_	_	_	
1-42	224-225	o	_	_	_	
1-43	226-229	que	_	_	_	
1-44	230-234	deve	_	_	_	
1-45	235-238	ser	_	_	_	
1-46	239-244	feito	_	_	_	
1-47	245-246	-	_	_	_	
1-48	247-256	inclusive	_	_	_	
1-49	257-260	uso	_	_	_	
1-50	261-263	de	_	_	_	
1-51	264-272	remédios	_	_	_	
1-52	272-273	,	_	_	_	
1-53	274-278	caso	_	_	_	
1-54	279-283	seja	_	_	_	
1-55	284-294	necessário	_	_	_	
1-56	294-295	.	_	_	_	
1-57	296-300	Além	_	_	_	
1-58	301-306	disso	_	_	_	
1-59	306-307	,	_	_	_	
1-60	308-310	as	_	_	_	
1-61	311-319	mudanças	_	_	_	
1-62	320-322	de	_	_	_	
1-63	323-329	estilo	_	_	_	
1-64	330-332	de	_	_	_	
1-65	333-337	vida	_	_	_	
1-66	338-339	(	_	_	_	
1-67	339-350	alimentação	NonMedicalTreatment[3]	_	_	
1-68	351-359	saudável	NonMedicalTreatment[3]	_	_	
1-69	359-360	,	_	_	_	
1-70	361-368	prática	NonMedicalTreatment[4]	_	_	
1-71	369-371	de	NonMedicalTreatment[4]	_	_	
1-72	372-382	exercícios	NonMedicalTreatment[4]	_	_	
1-73	383-390	físicos	NonMedicalTreatment[4]	_	_	
1-74	390-391	,	_	_	_	
1-75	392-397	perda	NonMedicalTreatment[5]	_	_	
1-76	398-400	de	NonMedicalTreatment[5]	_	_	
1-77	401-405	peso	NonMedicalTreatment[5]	_	_	
1-78	405-406	.	_	_	_	
1-79	406-407	.	_	_	_	
1-80	407-408	.	_	_	_	
1-81	408-409	)	_	_	_	
1-82	410-413	são	_	_	_	
1-83	414-417	uma	_	_	_	
1-84	418-423	parte	_	_	_	
1-85	424-435	fundamental	_	_	_	
1-86	436-438	do	_	_	_	
1-87	439-449	tratamento	_	_	_	
1-88	450-452	de	_	_	_	
1-89	453-461	qualquer	_	_	_	
1-90	462-471	diabético	_	_	_	
1-91	471-472	.	_	_	_	
