#FORMAT=WebAnno TSV 3.2


#Text=O diabetes tipo 1 é uma doença crônica causada pela destruição das células do pâncreas que produzem insulina. Normalmente, o início dos sintomas é abrupto, sendo os mais comuns: aumento no volume de urina, aumento na sensação de sede, aumento da fome e perda de peso sem fazer dieta. É mais comum o seu aparecimento em crianças e adolescentes, mas também pode surgir em adultos ou até idosos. O tratamento do diabetes tipo 1 sempre inclui insulina, além de um bom controle da alimentação, realização de atividades físicas e controle rigoroso com um médico.
1-1	0-1	O	
1-2	2-10	diabetes	
1-3	11-15	tipo	
1-4	16-17	1	
1-5	18-19	é	
1-6	20-23	uma	
1-7	24-30	doença	
1-8	31-38	crônica	
1-9	39-46	causada	
1-10	47-51	pela	
1-11	52-62	destruição	
1-12	63-66	das	
1-13	67-74	células	
1-14	75-77	do	
1-15	78-86	pâncreas	
1-16	87-90	que	
1-17	91-99	produzem	
1-18	100-108	insulina	
1-19	108-109	.	
1-20	110-121	Normalmente	
1-21	121-122	,	
1-22	123-124	o	
1-23	125-131	início	
1-24	132-135	dos	
1-25	136-144	sintomas	
1-26	145-146	é	
1-27	147-154	abrupto	
1-28	154-155	,	
1-29	156-161	sendo	
1-30	162-164	os	
1-31	165-169	mais	
1-32	170-176	comuns	
1-33	176-177	:	
1-34	178-185	aumento	
1-35	186-188	no	
1-36	189-195	volume	
1-37	196-198	de	
1-38	199-204	urina	
1-39	204-205	,	
1-40	206-213	aumento	
1-41	214-216	na	
1-42	217-225	sensação	
1-43	226-228	de	
1-44	229-233	sede	
1-45	233-234	,	
1-46	235-242	aumento	
1-47	243-245	da	
1-48	246-250	fome	
1-49	251-252	e	
1-50	253-258	perda	
1-51	259-261	de	
1-52	262-266	peso	
1-53	267-270	sem	
1-54	271-276	fazer	
1-55	277-282	dieta	
1-56	282-283	.	
1-57	284-285	É	
1-58	286-290	mais	
1-59	291-296	comum	
1-60	297-298	o	
1-61	299-302	seu	
1-62	303-315	aparecimento	
1-63	316-318	em	
1-64	319-327	crianças	
1-65	328-329	e	
1-66	330-342	adolescentes	
1-67	342-343	,	
1-68	344-347	mas	
1-69	348-354	também	
1-70	355-359	pode	
1-71	360-366	surgir	
1-72	367-369	em	
1-73	370-377	adultos	
1-74	378-380	ou	
1-75	381-384	até	
1-76	385-391	idosos	
1-77	391-392	.	
1-78	393-394	O	
1-79	395-405	tratamento	
1-80	406-408	do	
1-81	409-417	diabetes	
1-82	418-422	tipo	
1-83	423-424	1	
1-84	425-431	sempre	
1-85	432-438	inclui	
1-86	439-447	insulina	
1-87	447-448	,	
1-88	449-453	além	
1-89	454-456	de	
1-90	457-459	um	
1-91	460-463	bom	
1-92	464-472	controle	
1-93	473-475	da	
1-94	476-487	alimentação	
1-95	487-488	,	
1-96	489-499	realização	
1-97	500-502	de	
1-98	503-513	atividades	
1-99	514-521	físicas	
1-100	522-523	e	
1-101	524-532	controle	
1-102	533-541	rigoroso	
1-103	542-545	com	
1-104	546-548	um	
1-105	549-555	médico	
1-106	555-556	.	

#Text=O diabetes tipo 2 é uma doença crônica causada por resistência à insulina e pela destruição de parte das células do pâncreas que produzem insulina. Normalmente, somente casos graves manifestam sintomas, sendo o mais comum que o diagnóstico seja feito por meio de exame de rastreio. É mais comum o seu aparecimento em adultos e idosos, mas também pode surgir em adolescentes ou até crianças. Alguns dos principais fatores de risco são idade (adultos e idosos), sedentarismo, dieta inadequada, tabagismo, pressão alta, dislipidemia (colesterol alto), obesidade, pré-diabetes, história de diabetes gestacional e pessoas com diabetes tipo 2 na família. O tratamento do diabetes tipo 2 vai depender de sua gravidade, podendo ser feito com medicamentos orais ou injetáveis e, às vezes, necessitando do uso de insulina. Porém, independente do uso de medicamentos, é fundamental um bom controle da alimentação, realização de atividades físicas, perda de peso e controle rigoroso com um médico.
2-1	559-560	O	
2-2	561-569	diabetes	
2-3	570-574	tipo	
2-4	575-576	2	
2-5	577-578	é	
2-6	579-582	uma	
2-7	583-589	doença	
2-8	590-597	crônica	
2-9	598-605	causada	
2-10	606-609	por	
2-11	610-621	resistência	
2-12	622-623	à	
2-13	624-632	insulina	
2-14	633-634	e	
2-15	635-639	pela	
2-16	640-650	destruição	
2-17	651-653	de	
2-18	654-659	parte	
2-19	660-663	das	
2-20	664-671	células	
2-21	672-674	do	
2-22	675-683	pâncreas	
2-23	684-687	que	
2-24	688-696	produzem	
