#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Alguns medicamentos prescritos para o tratamento do diabetes diminuem o apetite e aumentam a sensação de saciedade. Como consequência, a pessoa que faz uso deles pode vir a perder peso. No entanto, é importante saber que tais medicamentos destinam-se apenas ao tratamento do diabetes, eles não são emagrecedores. O uso deles por pessoas que não possuem diabetes (mesmo que obesos) não é recomendável e pode causar prejuízos à saúde.
1-1	0-6	Alguns	_	
1-2	7-19	medicamentos	_	
1-3	20-30	prescritos	_	
1-4	31-35	para	_	
1-5	36-37	o	_	
1-6	38-48	tratamento	_	
1-7	49-51	do	_	
1-8	52-60	diabetes	Complication	
1-9	61-69	diminuem	_	
1-10	70-71	o	_	
1-11	72-79	apetite	_	
1-12	80-81	e	_	
1-13	82-90	aumentam	_	
1-14	91-92	a	_	
1-15	93-101	sensação	_	
1-16	102-104	de	_	
1-17	105-114	saciedade	_	
1-18	114-115	.	_	
1-19	116-120	Como	_	
1-20	121-133	consequência	_	
1-21	133-134	,	_	
1-22	135-136	a	_	
1-23	137-143	pessoa	_	
1-24	144-147	que	_	
1-25	148-151	faz	_	
1-26	152-155	uso	_	
1-27	156-161	deles	_	
1-28	162-166	pode	_	
1-29	167-170	vir	_	
1-30	171-172	a	_	
1-31	173-179	perder	Symptom[1]	
1-32	180-184	peso	Symptom[1]	
1-33	184-185	.	_	
1-34	186-188	No	_	
1-35	189-196	entanto	_	
1-36	196-197	,	_	
1-37	198-199	é	_	
1-38	200-210	importante	_	
1-39	211-216	saber	_	
1-40	217-220	que	_	
1-41	221-225	tais	_	
1-42	226-238	medicamentos	_	
1-43	239-250	destinam-se	_	
1-44	251-257	apenas	_	
1-45	258-260	ao	_	
1-46	261-271	tratamento	_	
1-47	272-274	do	_	
1-48	275-283	diabetes	Complication	
1-49	283-284	,	_	
1-50	285-289	eles	_	
1-51	290-293	não	_	
1-52	294-297	são	_	
1-53	298-311	emagrecedores	_	
1-54	311-312	.	_	
1-55	313-314	O	_	
1-56	315-318	uso	_	
1-57	319-324	deles	_	
1-58	325-328	por	_	
1-59	329-336	pessoas	_	
1-60	337-340	que	_	
1-61	341-344	não	_	
1-62	345-352	possuem	_	
1-63	353-361	diabetes	Complication	
1-64	362-363	(	_	
1-65	363-368	mesmo	_	
1-66	369-372	que	_	
1-67	373-379	obesos	_	
1-68	379-380	)	_	
1-69	381-384	não	_	
1-70	385-386	é	_	
1-71	387-399	recomendável	_	
1-72	400-401	e	_	
1-73	402-406	pode	_	
1-74	407-413	causar	_	
1-75	414-423	prejuízos	_	
1-76	424-425	à	_	
1-77	426-431	saúde	_	
1-78	431-432	.	_	
