#FORMAT=WebAnno TSV 3.2


#Text=- Para que uma pessoa possa ser considerada como portadora de diabetes os exames realizados devem dar os seguintes resultados:
1-1	0-1	-	
1-2	2-6	Para	
1-3	7-10	que	
1-4	11-14	uma	
1-5	15-21	pessoa	
1-6	22-27	possa	
1-7	28-31	ser	
1-8	32-43	considerada	
1-9	44-48	como	
1-10	49-58	portadora	
1-11	59-61	de	
1-12	62-70	diabetes	
1-13	71-73	os	
1-14	74-80	exames	
1-15	81-91	realizados	
1-16	92-97	devem	
1-17	98-101	dar	
1-18	102-104	os	
1-19	105-114	seguintes	
1-20	115-125	resultados	
1-21	125-126	:	

#Text=* Glicemia em jejum maior ou igual a 126 mg/dL em duas ocasiões;
2-1	131-132	*	
2-2	133-141	Glicemia	
2-3	142-144	em	
2-4	145-150	jejum	
2-5	151-156	maior	
2-6	157-159	ou	
2-7	160-165	igual	
2-8	166-167	a	
2-9	168-171	126	
2-10	172-174	mg	
2-11	174-175	/	
2-12	175-177	dL	
2-13	178-180	em	
2-14	181-185	duas	
2-15	186-194	ocasiões	
2-16	194-195	;	

#Text=* Glicemia maior ou igual a 200 mg/dL duas horas após 75g de glicose oral (dextrosol);
3-1	200-201	*	
3-2	202-210	Glicemia	
3-3	211-216	maior	
3-4	217-219	ou	
3-5	220-225	igual	
3-6	226-227	a	
3-7	228-231	200	
3-8	232-234	mg	
3-9	234-235	/	
3-10	235-237	dL	
3-11	238-242	duas	
3-12	243-248	horas	
3-13	249-253	após	
3-14	254-257	75g	
3-15	258-260	de	
3-16	261-268	glicose	
3-17	269-273	oral	
3-18	274-275	(	
3-19	275-284	dextrosol	
3-20	284-285	)	
3-21	285-286	;	

#Text=* Nível plasmático de glicose aleatória acima de 200 mg/dL associado a sinais e sintomas típicos de diabetes.
4-1	291-292	*	
4-2	293-298	Nível	
4-3	299-309	plasmático	
4-4	310-312	de	
4-5	313-320	glicose	
4-6	321-330	aleatória	
4-7	331-336	acima	
4-8	337-339	de	
4-9	340-343	200	
4-10	344-346	mg	
4-11	346-347	/	
4-12	347-349	dL	
4-13	350-359	associado	
4-14	360-361	a	
4-15	362-368	sinais	
4-16	369-370	e	
4-17	371-379	sintomas	
4-18	380-387	típicos	
4-19	388-390	de	
4-20	391-399	diabetes	
4-21	399-400	.	
