#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Quem tem diabetes tem que ter uma dieta balanceada. Se puder seguir uma dieta feita por um nutricionista, melhor ainda! É bom lembrar que não é recomendado fazer dietas radicais sem ajuda profissional. A consulta com um nutricionista é gratuita pelo SUS. Se você tiver interesse, procure a Unidade Básica de Saúde. A vida pode ser saudável e muito prazerosa também!
1-1	0-4	Quem	_	
1-2	5-8	tem	_	
1-3	9-17	diabetes	_	
1-4	18-21	tem	_	
1-5	22-25	que	_	
1-6	26-29	ter	_	
1-7	30-33	uma	_	
1-8	34-39	dieta	_	
1-9	40-50	balanceada	DiabetesType	
1-10	50-51	.	_	
1-11	52-54	Se	_	
1-12	55-60	puder	_	
1-13	61-67	seguir	_	
1-14	68-71	uma	_	
1-15	72-77	dieta	_	
1-16	78-83	feita	_	
1-17	84-87	por	_	
1-18	88-90	um	_	
1-19	91-104	nutricionista	_	
1-20	104-105	,	_	
1-21	106-112	melhor	_	
1-22	113-118	ainda	_	
1-23	118-119	!	_	
1-24	120-121	É	_	
1-25	122-125	bom	_	
1-26	126-133	lembrar	_	
1-27	134-137	que	_	
1-28	138-141	não	_	
1-29	142-143	é	_	
1-30	144-155	recomendado	_	
1-31	156-161	fazer	Duration	
1-32	162-168	dietas	_	
1-33	169-177	radicais	_	
1-34	178-181	sem	_	
1-35	182-187	ajuda	_	
1-36	188-200	profissional	_	
1-37	200-201	.	_	
1-38	202-203	A	_	
1-39	204-212	consulta	_	
1-40	213-216	com	_	
1-41	217-219	um	_	
1-42	220-233	nutricionista	_	
1-43	234-235	é	_	
1-44	236-244	gratuita	_	
1-45	245-249	pelo	_	
1-46	250-253	SUS	_	
1-47	253-254	.	_	
1-48	255-257	Se	_	
1-49	258-262	você	_	
1-50	263-268	tiver	_	
1-51	269-278	interesse	_	
1-52	278-279	,	_	
1-53	280-287	procure	_	
1-54	288-289	a	_	
1-55	290-297	Unidade	_	
1-56	298-304	Básica	_	
1-57	305-307	de	_	
1-58	308-313	Saúde	_	
1-59	313-314	.	_	
1-60	315-316	A	_	
1-61	317-321	vida	_	
1-62	322-326	pode	_	
1-63	327-330	ser	_	
1-64	331-339	saudável	_	
1-65	340-341	e	_	
1-66	342-347	muito	_	
1-67	348-357	prazerosa	_	
1-68	358-364	também	_	
1-69	364-365	!	_	
