#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Pode sim, evite os sucos pois são utilizadas mais de uma unidade da fruta para o seu preparo, aumentando a quantidade de açúcar, de preferência para comer a fruta, incluindo o bagaço. Não há nenhuma restrição de alimentos para os diabéticos, o importante é se atentar a quantidade (principalmente de carboidratos/açúcares) a ser consumida e a adotar de uma padrão alimentar saudável. Para uma orientação mais específica o ideal é que você se consulte com um nutricionista (que estão disponíveis gratuitamente no SUS) pois ele poderá montar uma dieta ideal para as suas necessidades.
1-1	0-4	Pode	_	
1-2	5-8	sim	_	
1-3	8-9	,	_	
1-4	10-15	evite	_	
1-5	16-18	os	_	
1-6	19-24	sucos	Food	
1-7	25-29	pois	_	
1-8	30-33	são	_	
1-9	34-44	utilizadas	_	
1-10	45-49	mais	_	
1-11	50-52	de	_	
1-12	53-56	uma	_	
1-13	57-64	unidade	_	
1-14	65-67	da	_	
1-15	68-73	fruta	Food	
1-16	74-78	para	_	
1-17	79-80	o	_	
1-18	81-84	seu	_	
1-19	85-92	preparo	_	
1-20	92-93	,	_	
1-21	94-104	aumentando	_	
1-22	105-106	a	_	
1-23	107-117	quantidade	_	
1-24	118-120	de	_	
1-25	121-127	açúcar	Food	
1-26	127-128	,	_	
1-27	129-131	de	_	
1-28	132-143	preferência	_	
1-29	144-148	para	_	
1-30	149-154	comer	_	
1-31	155-156	a	_	
1-32	157-162	fruta	Food	
1-33	162-163	,	_	
1-34	164-173	incluindo	_	
1-35	174-175	o	_	
1-36	176-182	bagaço	_	
1-37	182-183	.	_	
1-38	184-187	Não	_	
1-39	188-190	há	_	
1-40	191-198	nenhuma	_	
1-41	199-208	restrição	_	
1-42	209-211	de	_	
1-43	212-221	alimentos	_	
1-44	222-226	para	_	
1-45	227-229	os	_	
1-46	230-240	diabéticos	_	
1-47	240-241	,	_	
1-48	242-243	o	_	
1-49	244-254	importante	_	
1-50	255-256	é	_	
1-51	257-259	se	_	
1-52	260-267	atentar	_	
1-53	268-269	a	_	
1-54	270-280	quantidade	_	
1-55	281-282	(	_	
1-56	282-296	principalmente	_	
1-57	297-299	de	_	
1-58	300-312	carboidratos	Food	
1-59	312-313	/	_	
1-60	313-321	açúcares	Food	
1-61	321-322	)	_	
1-62	323-324	a	_	
1-63	325-328	ser	_	
1-64	329-338	consumida	_	
1-65	339-340	e	_	
1-66	341-342	a	_	
1-67	343-349	adotar	_	
1-68	350-352	de	_	
1-69	353-356	uma	_	
1-70	357-363	padrão	NonMedicalTreatment[1]	
1-71	364-373	alimentar	NonMedicalTreatment[1]	
1-72	374-382	saudável	NonMedicalTreatment[1]	
1-73	382-383	.	_	
1-74	384-388	Para	_	
1-75	389-392	uma	_	
1-76	393-403	orientação	_	
1-77	404-408	mais	_	
1-78	409-419	específica	_	
1-79	420-421	o	_	
1-80	422-427	ideal	_	
1-81	428-429	é	_	
1-82	430-433	que	_	
1-83	434-438	você	_	
1-84	439-441	se	_	
1-85	442-450	consulte	_	
1-86	451-454	com	_	
1-87	455-457	um	_	
1-88	458-471	nutricionista	_	
1-89	472-473	(	_	
1-90	473-476	que	_	
1-91	477-482	estão	_	
1-92	483-494	disponíveis	_	
1-93	495-508	gratuitamente	_	
1-94	509-511	no	_	
1-95	512-515	SUS	_	
1-96	515-516	)	_	
1-97	517-521	pois	_	
1-98	522-525	ele	_	
1-99	526-532	poderá	_	
1-100	533-539	montar	_	
1-101	540-543	uma	_	
1-102	544-549	dieta	NonMedicalTreatment[2]	
1-103	550-555	ideal	NonMedicalTreatment[2]	
1-104	556-560	para	_	
1-105	561-563	as	_	
1-106	564-568	suas	_	
1-107	569-581	necessidades	_	
1-108	581-582	.	_	
