#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=A retinopatia diabética é uma série de problemas que ocorrem na retina (parte interna do olho onde as imagens se formam) devido ao diabetes. A retinopatia pode ser do tipo não-proliferativa ou proliferativa. Essas complicações são mais comuns em pessoas com diabetes tipo 1, embora pessoas com o tipo 2 também devem ficar atentas.
1-1	0-1	A	_	_	_	
1-2	2-13	retinopatia	Complication[1]	_	_	
1-3	14-23	diabética	Complication[1]	_	_	
1-4	24-25	é	_	_	_	
1-5	26-29	uma	_	_	_	
1-6	30-35	série	_	_	_	
1-7	36-38	de	_	_	_	
1-8	39-48	problemas	_	_	_	
1-9	49-52	que	_	_	_	
1-10	53-60	ocorrem	_	_	_	
1-11	61-63	na	_	_	_	
1-12	64-70	retina	_	_	_	
1-13	71-72	(	_	_	_	
1-14	72-77	parte	_	_	_	
1-15	78-85	interna	_	_	_	
1-16	86-88	do	_	_	_	
1-17	89-93	olho	_	_	_	
1-18	94-98	onde	_	_	_	
1-19	99-101	as	_	_	_	
1-20	102-109	imagens	_	_	_	
1-21	110-112	se	_	_	_	
1-22	113-119	formam	_	_	_	
1-23	119-120	)	_	_	_	
1-24	121-127	devido	_	_	_	
1-25	128-130	ao	_	_	_	
1-26	131-139	diabetes	_	_	_	
1-27	139-140	.	_	_	_	
1-28	141-142	A	_	_	_	
1-29	143-154	retinopatia	Complication	causes	1-47[2_0]	
1-30	155-159	pode	_	_	_	
1-31	160-163	ser	_	_	_	
1-32	164-166	do	_	_	_	
1-33	167-171	tipo	_	_	_	
1-34	172-189	não-proliferativa	Complication	_	_	
1-35	190-192	ou	_	_	_	
1-36	193-206	proliferativa	Complication	_	_	
1-37	206-207	.	_	_	_	
1-38	208-213	Essas	_	_	_	
1-39	214-226	complicações	_	_	_	
1-40	227-230	são	_	_	_	
1-41	231-235	mais	_	_	_	
1-42	236-242	comuns	_	_	_	
1-43	243-245	em	_	_	_	
1-44	246-253	pessoas	_	_	_	
1-45	254-257	com	_	_	_	
1-46	258-266	diabetes	_	_	_	
1-47	267-271	tipo	DiabetesType[2]	_	_	
1-48	272-273	1	DiabetesType[2]	_	_	
1-49	273-274	,	_	_	_	
1-50	275-281	embora	_	_	_	
1-51	282-289	pessoas	_	_	_	
1-52	290-293	com	_	_	_	
1-53	294-295	o	_	_	_	
1-54	296-300	tipo	DiabetesType[3]	_	_	
1-55	301-302	2	DiabetesType[3]	_	_	
1-56	303-309	também	_	_	_	
1-57	310-315	devem	_	_	_	
1-58	316-321	ficar	_	_	_	
1-59	322-329	atentas	_	_	_	
1-60	329-330	.	_	_	_	
