#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=A erisipela é uma infecção de pele provocada por bactérias. No entanto, essa infecção pode ser confundida com outras doenças e, por isso, a perna deve ser avaliada por um médico para se ter certeza do que se trata. Se de fato for erisipela, o seu médico irá prescrever antibióticos para o tratamento.
1-1	0-1	A	_	_	_	
1-2	2-11	erisipela	Symptom	_	_	
1-3	12-13	é	_	_	_	
1-4	14-17	uma	_	_	_	
1-5	18-26	infecção	_	_	_	
1-6	27-29	de	_	_	_	
1-7	30-34	pele	_	_	_	
1-8	35-44	provocada	_	_	_	
1-9	45-48	por	_	_	_	
1-10	49-58	bactérias	_	_	_	
1-11	58-59	.	_	_	_	
1-12	60-62	No	_	_	_	
1-13	63-70	entanto	_	_	_	
1-14	70-71	,	_	_	_	
1-15	72-76	essa	_	_	_	
1-16	77-85	infecção	_	_	_	
1-17	86-90	pode	_	_	_	
1-18	91-94	ser	_	_	_	
1-19	95-105	confundida	_	_	_	
1-20	106-109	com	_	_	_	
1-21	110-116	outras	_	_	_	
1-22	117-124	doenças	_	_	_	
1-23	125-126	e	_	_	_	
1-24	126-127	,	_	_	_	
1-25	128-131	por	_	_	_	
1-26	132-136	isso	_	_	_	
1-27	136-137	,	_	_	_	
1-28	138-139	a	_	_	_	
1-29	140-145	perna	_	_	_	
1-30	146-150	deve	_	_	_	
1-31	151-154	ser	_	_	_	
1-32	155-163	avaliada	_	_	_	
1-33	164-167	por	_	_	_	
1-34	168-170	um	_	_	_	
1-35	171-177	médico	_	_	_	
1-36	178-182	para	_	_	_	
1-37	183-185	se	_	_	_	
1-38	186-189	ter	_	_	_	
1-39	190-197	certeza	_	_	_	
1-40	198-200	do	_	_	_	
1-41	201-204	que	_	_	_	
1-42	205-207	se	_	_	_	
1-43	208-213	trata	_	_	_	
1-44	213-214	.	_	_	_	
1-45	215-217	Se	_	_	_	
1-46	218-220	de	_	_	_	
1-47	221-225	fato	_	_	_	
1-48	226-229	for	_	_	_	
1-49	230-239	erisipela	Symptom	treats	1-56	
1-50	239-240	,	_	_	_	
1-51	241-242	o	_	_	_	
1-52	243-246	seu	_	_	_	
1-53	247-253	médico	_	_	_	
1-54	254-257	irá	_	_	_	
1-55	258-268	prescrever	_	_	_	
1-56	269-281	antibióticos	Medication	_	_	
1-57	282-286	para	_	_	_	
1-58	287-288	o	_	_	_	
1-59	289-299	tratamento	_	_	_	
1-60	299-300	.	_	_	_	
