#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value
#T_RL=webanno.custom.Relaes2|value|BT_webanno.custom.Relaes


#Text=Estar acima do peso pode fazer com que apareça o diabetes tipo 2. Por isso, o jejum intermitente e dietas low-carb podem ser uma forma de prevenir o diabetes tipo 2.  É bom lembrar que não é recomendado fazer dietas radicais sem o auxílio de um nutricionista. A consulta com um nutricionista pode ser feita gratuitamente pelo SUS. Se você tiver interesse, procure a sua Unidade Básica de Saúde.
1-1	0-5	Estar	_	_	_	
1-2	6-11	acima	_	_	_	
1-3	12-14	do	_	_	_	
1-4	15-19	peso	_	_	_	
1-5	20-24	pode	_	_	_	
1-6	25-30	fazer	_	_	_	
1-7	31-34	com	_	_	_	
1-8	35-38	que	_	_	_	
1-9	39-46	apareça	_	_	_	
1-10	47-48	o	_	_	_	
1-11	49-57	diabetes	_	_	_	
1-12	58-62	tipo	_	_	_	
1-13	63-64	2	_	_	_	
1-14	64-65	.	_	_	_	
1-15	66-69	Por	_	_	_	
1-16	70-74	isso	_	_	_	
1-17	74-75	,	_	_	_	
1-18	76-77	o	_	_	_	
1-19	78-83	jejum	_	_	_	
1-20	84-96	intermitente	_	_	_	
1-21	97-98	e	_	_	_	
1-22	99-105	dietas	_	_	_	
1-23	106-114	low-carb	Date	_	_	
1-24	115-120	podem	_	_	_	
1-25	121-124	ser	_	_	_	
1-26	125-128	uma	_	_	_	
1-27	129-134	forma	_	_	_	
1-28	135-137	de	_	_	_	
1-29	138-146	prevenir	_	_	_	
1-30	147-148	o	_	_	_	
1-31	149-157	diabetes	Food	_	_	
1-32	158-162	tipo	_	_	_	
1-33	163-164	2	_	_	_	
1-34	164-165	.	_	_	_	
1-35	167-168	É	_	_	_	
1-36	169-172	bom	_	_	_	
1-37	173-180	lembrar	_	_	_	
1-38	181-184	que	_	_	_	
1-39	185-188	não	_	_	_	
1-40	189-190	é	_	_	_	
1-41	191-202	recomendado	Food	diagnoses|treats	1-23|1-31	
1-42	203-208	fazer	_	_	_	
1-43	209-215	dietas	_	_	_	
1-44	216-224	radicais	_	_	_	
1-45	225-228	sem	_	_	_	
1-46	229-230	o	_	_	_	
1-47	231-238	auxílio	_	_	_	
1-48	239-241	de	_	_	_	
1-49	242-244	um	_	_	_	
1-50	245-258	nutricionista	_	_	_	
1-51	258-259	.	_	_	_	
1-52	260-261	A	_	_	_	
1-53	262-270	consulta	_	_	_	
1-54	271-274	com	_	_	_	
1-55	275-277	um	_	_	_	
1-56	278-291	nutricionista	_	_	_	
1-57	292-296	pode	_	_	_	
1-58	297-300	ser	_	_	_	
1-59	301-306	feita	_	_	_	
1-60	307-320	gratuitamente	_	_	_	
1-61	321-325	pelo	_	_	_	
1-62	326-329	SUS	_	_	_	
1-63	329-330	.	_	_	_	
1-64	331-333	Se	_	_	_	
1-65	334-338	você	_	_	_	
1-66	339-344	tiver	_	_	_	
1-67	345-354	interesse	_	_	_	
1-68	354-355	,	_	_	_	
1-69	356-363	procure	_	_	_	
1-70	364-365	a	_	_	_	
1-71	366-369	sua	_	_	_	
1-72	370-377	Unidade	_	_	_	
1-73	378-384	Básica	_	_	_	
1-74	385-387	de	_	_	_	
1-75	388-393	Saúde	_	_	_	
1-76	393-394	.	_	_	_	
