#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Essa sensação de estufamento pode ser provocada por um excesso de gases. Pacientes que se alimentam com alimentos ricos em fibras, que são alimentos saudáveis e recomendados, podem sim eliminar mais gases! Além disso, o uso de metformina também pode levar a gases nos primeiros meses. Para aliviar essa sensação, é recomendado que a pessoa que tenha esse incômodo caminhe por 10 a 15 minutos depois das refeições, se as condições físicas e sociais a permitirem. Essa prática age estimulando e regulando o intestino, o que normalmente diminui a produção de gases.
1-1	0-4	Essa	_	
1-2	5-13	sensação	Symptom[1]	
1-3	14-16	de	Symptom[1]	
1-4	17-28	estufamento	Symptom[1]	
1-5	29-33	pode	_	
1-6	34-37	ser	_	
1-7	38-47	provocada	_	
1-8	48-51	por	_	
1-9	52-54	um	_	
1-10	55-62	excesso	_	
1-11	63-65	de	_	
1-12	66-71	gases	_	
1-13	71-72	.	_	
1-14	73-82	Pacientes	_	
1-15	83-86	que	_	
1-16	87-89	se	_	
1-17	90-99	alimentam	_	
1-18	100-103	com	_	
1-19	104-113	alimentos	_	
1-20	114-119	ricos	_	
1-21	120-122	em	_	
1-22	123-129	fibras	Food	
1-23	129-130	,	_	
1-24	131-134	que	_	
1-25	135-138	são	_	
1-26	139-148	alimentos	_	
1-27	149-158	saudáveis	_	
1-28	159-160	e	_	
1-29	161-173	recomendados	_	
1-30	173-174	,	_	
1-31	175-180	podem	_	
1-32	181-184	sim	_	
1-33	185-193	eliminar	_	
1-34	194-198	mais	_	
1-35	199-204	gases	_	
1-36	204-205	!	_	
1-37	206-210	Além	_	
1-38	211-216	disso	_	
1-39	216-217	,	_	
1-40	218-219	o	_	
1-41	220-223	uso	_	
1-42	224-226	de	_	
1-43	227-237	metformina	Medication	
1-44	238-244	também	_	
1-45	245-249	pode	_	
1-46	250-255	levar	_	
1-47	256-257	a	_	
1-48	258-263	gases	_	
1-49	264-267	nos	_	
1-50	268-277	primeiros	_	
1-51	278-283	meses	_	
1-52	283-284	.	_	
1-53	285-289	Para	_	
1-54	290-297	aliviar	_	
1-55	298-302	essa	_	
1-56	303-311	sensação	_	
1-57	311-312	,	_	
1-58	313-314	é	_	
1-59	315-326	recomendado	_	
1-60	327-330	que	_	
1-61	331-332	a	_	
1-62	333-339	pessoa	_	
1-63	340-343	que	_	
1-64	344-349	tenha	_	
1-65	350-354	esse	_	
1-66	355-363	incômodo	_	
1-67	364-371	caminhe	_	
1-68	372-375	por	Duration[2]	
1-69	376-378	10	Duration[2]	
1-70	379-380	a	Duration[2]	
1-71	381-383	15	Duration[2]	
1-72	384-391	minutos	Duration[2]	
1-73	392-398	depois	Time[3]	
1-74	399-402	das	Time[3]	
1-75	403-412	refeições	Time[3]	
1-76	412-413	,	_	
1-77	414-416	se	_	
1-78	417-419	as	_	
1-79	420-429	condições	_	
1-80	430-437	físicas	_	
1-81	438-439	e	_	
1-82	440-447	sociais	_	
1-83	448-449	a	_	
1-84	450-460	permitirem	_	
1-85	460-461	.	_	
1-86	462-466	Essa	_	
1-87	467-474	prática	_	
1-88	475-478	age	_	
1-89	479-490	estimulando	_	
1-90	491-492	e	_	
1-91	493-502	regulando	_	
1-92	503-504	o	_	
1-93	505-514	intestino	_	
1-94	514-515	,	_	
1-95	516-517	o	_	
1-96	518-521	que	_	
1-97	522-533	normalmente	_	
1-98	534-541	diminui	_	
1-99	542-543	a	_	
1-100	544-552	produção	_	
1-101	553-555	de	_	
1-102	556-561	gases	_	
1-103	561-562	.	_	
