#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=O estresse e as fortes emoções costumam causar a liberação de alguns hormônios, como o cortisol, que geram um aumento na glicemia e podem prejudicar o controle do diabetes. Como é praticamente impossível evitar essas sensações e sentimentos, as principais recomendações para que isso não prejudique o tratamento do diabetes são as atividades calmantes. Alguns exemplos são a realização de atividades físicas divertidas (como dança ou hidroginástica), a prática de yoga ou pintura e a meditação.
1-1	0-1	O	_	
1-2	2-10	estresse	_	
1-3	11-12	e	_	
1-4	13-15	as	_	
1-5	16-22	fortes	_	
1-6	23-30	emoções	_	
1-7	31-39	costumam	_	
1-8	40-46	causar	_	
1-9	47-48	a	_	
1-10	49-58	liberação	_	
1-11	59-61	de	_	
1-12	62-68	alguns	_	
1-13	69-78	hormônios	_	
1-14	78-79	,	_	
1-15	80-84	como	_	
1-16	85-86	o	_	
1-17	87-95	cortisol	_	
1-18	95-96	,	_	
1-19	97-100	que	_	
1-20	101-106	geram	_	
1-21	107-109	um	_	
1-22	110-117	aumento	_	
1-23	118-120	na	_	
1-24	121-129	glicemia	GlucoseValue	
1-25	130-131	e	_	
1-26	132-137	podem	_	
1-27	138-148	prejudicar	_	
1-28	149-150	o	_	
1-29	151-159	controle	_	
1-30	160-162	do	_	
1-31	163-171	diabetes	_	
1-32	171-172	.	_	
1-33	173-177	Como	_	
1-34	178-179	é	_	
1-35	180-192	praticamente	_	
1-36	193-203	impossível	_	
1-37	204-210	evitar	_	
1-38	211-216	essas	_	
1-39	217-226	sensações	_	
1-40	227-228	e	_	
1-41	229-240	sentimentos	_	
1-42	240-241	,	_	
1-43	242-244	as	_	
1-44	245-255	principais	_	
1-45	256-269	recomendações	_	
1-46	270-274	para	_	
1-47	275-278	que	_	
1-48	279-283	isso	_	
1-49	284-287	não	_	
1-50	288-298	prejudique	_	
1-51	299-300	o	_	
1-52	301-311	tratamento	_	
1-53	312-314	do	_	
1-54	315-323	diabetes	_	
1-55	324-327	são	_	
1-56	328-330	as	_	
1-57	331-341	atividades	_	
1-58	342-351	calmantes	_	
1-59	351-352	.	_	
1-60	353-359	Alguns	_	
1-61	360-368	exemplos	_	
1-62	369-372	são	_	
1-63	373-374	a	_	
1-64	375-385	realização	_	
1-65	386-388	de	_	
1-66	389-399	atividades	_	
1-67	400-407	físicas	_	
1-68	408-418	divertidas	_	
1-69	419-420	(	_	
1-70	420-424	como	_	
1-71	425-430	dança	NonMedicalTreatment	
1-72	431-433	ou	_	
1-73	434-448	hidroginástica	NonMedicalTreatment	
1-74	448-449	)	_	
1-75	449-450	,	_	
1-76	451-452	a	_	
1-77	453-460	prática	NonMedicalTreatment[1]	
1-78	461-463	de	NonMedicalTreatment[1]	
1-79	464-468	yoga	NonMedicalTreatment[1]	
1-80	469-471	ou	_	
1-81	472-479	pintura	NonMedicalTreatment	
1-82	480-481	e	_	
1-83	482-483	a	_	
1-84	484-493	meditação	NonMedicalTreatment	
1-85	493-494	.	_	
