#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Relaes|value


#Text=Todo remédio pode causar efeito colateral. No entanto, se sua médica receitou, é indicado que você tome essa medicação. Se você começar a ter efeitos colaterais (constipação, boca seca e insônia, palpitações, náuseas, dor de cabeça, ansiedade, etc), converse com a médica imediatamente!
1-1	0-4	Todo	_	
1-2	5-12	remédio	_	
1-3	13-17	pode	_	
1-4	18-24	causar	_	
1-5	25-31	efeito	_	
1-6	32-41	colateral	_	
1-7	41-42	.	_	
1-8	43-45	No	_	
1-9	46-53	entanto	_	
1-10	53-54	,	_	
1-11	55-57	se	_	
1-12	58-61	sua	_	
1-13	62-68	médica	_	
1-14	69-77	receitou	_	
1-15	77-78	,	_	
1-16	79-80	é	_	
1-17	81-89	indicado	_	
1-18	90-93	que	_	
1-19	94-98	você	_	
1-20	99-103	tome	_	
1-21	104-108	essa	_	
1-22	109-118	medicação	_	
1-23	118-119	.	_	
1-24	120-122	Se	_	
1-25	123-127	você	_	
1-26	128-135	começar	_	
1-27	136-137	a	_	
1-28	138-141	ter	_	
1-29	142-149	efeitos	_	
1-30	150-160	colaterais	_	
1-31	161-162	(	_	
1-32	162-173	constipação	Symptom	
1-33	173-174	,	_	
1-34	175-179	boca	Symptom[1]	
1-35	180-184	seca	Symptom[1]	
1-36	185-186	e	_	
1-37	187-194	insônia	Symptom	
1-38	194-195	,	_	
1-39	196-207	palpitações	Symptom	
1-40	207-208	,	_	
1-41	209-216	náuseas	Symptom	
1-42	216-217	,	_	
1-43	218-221	dor	Symptom[2]	
1-44	222-224	de	Symptom[2]	
1-45	225-231	cabeça	Symptom[2]	
1-46	231-232	,	_	
1-47	233-242	ansiedade	Symptom	
1-48	242-243	,	_	
1-49	244-247	etc	_	
1-50	247-248	)	_	
1-51	248-249	,	_	
1-52	250-258	converse	_	
1-53	259-262	com	_	
1-54	263-264	a	_	
1-55	265-271	médica	_	
1-56	272-285	imediatamente	_	
1-57	285-286	!	_	
